,cena,forma_wlasnosci,liczba_pieter,liczba_pokoi,ogrzewanie,okna,pietro,powierzchnia,rodzaj_zabudowy,rok_budowy,rynek,stan_wykonczenia
277,520000.0,1,15.0,3,miejskie,plastikowe,3,66.0,apartamentowiec,2015.0,wtorny,do_zamieszkania
278,287500.0,1,5.0,2,miejskie,,3,46.38,blok,2019.0,pierwotny,do_wykonczenia
279,340000.0,1,3.0,3,miejskie,plastikowe,2,73.0,apartamentowiec,,wtorny,do_zamieszkania
280,411905.0,1,,3,miejskie,,,63.37,apartamentowiec,,pierwotny,
281,271000.0,1,5.0,2,miejskie,,parter,45.2,blok,2019.0,pierwotny,do_wykonczenia
282,180000.0,1,,1,miejskie,plastikowe,3,26.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
283,299000.0,1,5.0,2,miejskie,,5,46.38,blok,2019.0,pierwotny,do_wykonczenia
284,289224.0,1,5.0,2,miejskie,,parter,51.19,apartamentowiec,2019.0,pierwotny,do_wykonczenia
285,310700.0,1,5.0,2,miejskie,,2,51.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
286,200000.0,1,,1,miejskie,plastikowe,3,31.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
287,332000.0,1,,4,miejskie,plastikowe,parter,55.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
288,352946.0,1,2.0,3,,plastikowe,1,69.4,apartamentowiec,,pierwotny,do_wykonczenia
289,295000.0,1,24.0,3,miejskie,plastikowe,8,54.4,blok,1980.0,wtorny,do_zamieszkania
290,236000.0,1,,2,miejskie,plastikowe,3,34.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
291,509040.0,1,5.0,4,miejskie,,1,90.9,apartamentowiec,2019.0,pierwotny,do_wykonczenia
292,148000.0,1,4.0,2,,plastikowe,2,45.0,blok,,wtorny,do_zamieszkania
293,545000.0,1,4.0,3,gazowe,plastikowe,3,77.0,apartamentowiec,,wtorny,do_zamieszkania
294,147000.0,1,10.0,1,miejskie,plastikowe,10,25.0,blok,,wtorny,do_zamieszkania
295,219000.0,0,10.0,2,miejskie,plastikowe,6,43.0,blok,,wtorny,do_zamieszkania
296,1113870.0,1,17.0,5,miejskie,,&gt;_10,138.8,apartamentowiec,2021.0,pierwotny,do_wykonczenia
297,247356.0,1,3.0,2,,,3,40.81,blok,2020.0,pierwotny,do_wykonczenia
298,665000.0,1,5.0,3,,,4,112.5,,,wtorny,
299,326000.0,1,4.0,3,miejskie,,1,61.0,blok,2019.0,pierwotny,do_wykonczenia
300,387000.0,1,4.0,3,miejskie,,4,71.6,blok,2019.0,pierwotny,do_wykonczenia
301,498106.0,1,4.0,4,miejskie,,4,92.0,blok,2019.0,pierwotny,do_wykonczenia
302,109000.0,1,1.0,2,,plastikowe,1,52.8,kamienica,,wtorny,do_remontu
303,538000.0,1,5.0,5,inne,plastikowe,3,110.0,kamienica,,wtorny,do_zamieszkania
304,196980.0,1,,1,,plastikowe,3,32.83,kamienica,,wtorny,do_remontu
305,239000.0,1,3.0,2,miejskie,plastikowe,parter,40.0,blok,,wtorny,do_zamieszkania
306,99000.0,1,1.0,2,,,1,52.8,kamienica,,wtorny,do_remontu
307,320000.0,1,,4,,,1,86.0,,,wtorny,
308,211000.0,1,10.0,2,miejskie,plastikowe,9,33.0,apartamentowiec,2019.0,wtorny,do_wykonczenia
309,219000.0,1,4.0,1,miejskie,plastikowe,3,28.0,blok,,wtorny,do_zamieszkania
310,334061.0,1,3.0,3,,,3,55.79,blok,2020.0,pierwotny,
311,573760.0,1,2.0,4,miejskie,,,89.65,apartamentowiec,2018.0,wtorny,do_wykonczenia
312,246700.0,1,5.0,2,miejskie,plastikowe,4,41.0,apartamentowiec,2019.0,pierwotny,
313,573760.0,1,,4,,,,89.65,,2018.0,wtorny,
314,255000.0,0,4.0,3,miejskie,drewniane,4,58.0,blok,1977.0,wtorny,do_zamieszkania
315,185000.0,1,4.0,2,,,4,38.3,blok,,wtorny,
316,588570.0,1,3.0,3,,,1,85.3,apartamentowiec,2020.0,pierwotny,
317,250000.0,1,4.0,3,miejskie,plastikowe,4,62.0,blok,1978.0,wtorny,do_zamieszkania
318,207420.0,1,,1,,plastikowe,3,34.57,kamienica,,wtorny,do_remontu
319,295000.0,1,4.0,3,miejskie,plastikowe,1,49.0,blok,1970.0,wtorny,
320,299000.0,0,9.0,3,miejskie,plastikowe,8,50.0,blok,,wtorny,do_zamieszkania
321,470000.0,1,4.0,4,gazowe,plastikowe,4,83.43,apartamentowiec,2007.0,wtorny,do_zamieszkania
322,374000.0,1,10.0,4,miejskie,drewniane,4,69.52,blok,1960.0,wtorny,
323,252318.0,1,3.0,2,,,parter,38.97,blok,2020.0,pierwotny,do_wykonczenia
324,169216.0,1,3.0,1,,,1,27.42,blok,2020.0,pierwotny,do_wykonczenia
325,419000.0,1,2.0,4,,plastikowe,1,76.24,blok,2009.0,wtorny,
326,970000.0,1,,5,miejskie,,3,136.5,,,pierwotny,
327,299000.0,1,4.0,3,inne,,parter,61.58,blok,,wtorny,do_zamieszkania
328,295000.0,1,4.0,3,miejskie,plastikowe,parter,45.5,blok,1970.0,wtorny,
329,285000.0,1,4.0,1,miejskie,plastikowe,1,48.2,kamienica,,wtorny,do_zamieszkania
330,263000.0,1,3.0,2,gazowe,plastikowe,,41.0,kamienica,,wtorny,do_zamieszkania
331,475640.0,1,6.0,3,miejskie,aluminiowe,parter,54.05,apartamentowiec,,pierwotny,do_wykonczenia
332,349999.0,1,4.0,3,miejskie,plastikowe,parter,58.7,blok,1980.0,wtorny,do_zamieszkania
333,392000.0,1,2.0,4,gazowe,plastikowe,parter,85.0,szeregowiec,2019.0,pierwotny,do_wykonczenia
334,109000.0,1,1.0,2,piece_kaflowe,plastikowe,1,52.8,dom_wolnostojacy,,wtorny,do_remontu
335,390000.0,1,4.0,2,,,2,57.0,,,wtorny,
336,160000.0,1,4.0,2,miejskie,plastikowe,2,37.0,blok,,wtorny,do_remontu
337,421400.0,1,5.0,3,miejskie,,2,70.3,apartamentowiec,2019.0,pierwotny,do_wykonczenia
338,699000.0,1,2.0,4,miejskie,drewniane,parter,108.0,apartamentowiec,1993.0,wtorny,do_zamieszkania
339,799000.0,1,2.0,4,gazowe,,1,100.36,apartamentowiec,2010.0,wtorny,do_zamieszkania
340,149000.0,1,3.0,2,,,2,48.9,,,wtorny,
341,288108.0,1,8.0,2,miejskie,,parter,38.16,apartamentowiec,2019.0,pierwotny,do_wykonczenia
342,239000.0,0,3.0,3,miejskie,plastikowe,parter,60.4,blok,,wtorny,
343,414000.0,1,,2,gazowe,plastikowe,1,60.0,apartamentowiec,,wtorny,
344,129000.0,1,,2,,drewniane,1,52.0,kamienica,,wtorny,do_remontu
345,306280.0,1,8.0,2,miejskie,,3,40.3,apartamentowiec,2019.0,pierwotny,do_wykonczenia
346,326742.0,1,8.0,2,miejskie,,7,46.02,apartamentowiec,2019.0,pierwotny,do_wykonczenia
347,613340.0,1,3.0,4,,,parter,87.62,apartamentowiec,2020.0,pierwotny,do_wykonczenia
348,215000.0,0,4.0,2,miejskie,plastikowe,1,39.0,blok,,wtorny,do_zamieszkania
349,340000.0,1,4.0,6,,,4,64.0,blok,,wtorny,do_remontu
350,246000.0,1,10.0,2,miejskie,plastikowe,5,41.22,blok,2019.0,pierwotny,do_wykonczenia
351,199000.0,1,3.0,2,,plastikowe,2,42.18,kamienica,,wtorny,do_remontu
352,385000.0,1,13.0,3,miejskie,plastikowe,7,58.4,blok,,wtorny,do_zamieszkania
353,239000.0,1,3.0,2,miejskie,plastikowe,2,48.0,blok,,wtorny,do_remontu
354,267484.0,1,10.0,3,miejskie,plastikowe,5,44.67,apartamentowiec,2019.0,pierwotny,do_wykonczenia
355,450000.0,1,2.0,3,miejskie,plastikowe,parter,63.0,apartamentowiec,2017.0,wtorny,do_zamieszkania
356,413190.0,1,4.0,3,miejskie,plastikowe,parter,64.44,apartamentowiec,2019.0,pierwotny,do_wykonczenia
357,295000.0,0,9.0,3,,,8,61.07,,,wtorny,
358,414758.0,1,4.0,3,miejskie,plastikowe,1,71.51,apartamentowiec,2019.0,pierwotny,do_wykonczenia
359,238700.0,1,10.0,2,miejskie,plastikowe,5,38.5,apartamentowiec,,pierwotny,do_wykonczenia
360,556770.0,1,4.0,3,miejskie,plastikowe,4,83.1,apartamentowiec,2019.0,pierwotny,do_wykonczenia
361,325000.0,1,5.0,2,,,3,47.7,apartamentowiec,,pierwotny,
362,364612.0,1,3.0,3,,,2,62.29,blok,2020.0,pierwotny,do_wykonczenia
363,226044.0,1,10.0,2,miejskie,plastikowe,5,35.88,apartamentowiec,,pierwotny,do_wykonczenia
364,285000.0,0,4.0,3,miejskie,plastikowe,1,59.0,blok,,wtorny,do_zamieszkania
365,197000.0,0,4.0,1,miejskie,plastikowe,2,30.0,blok,1980.0,wtorny,do_zamieszkania
366,560000.0,1,5.0,4,miejskie,,3,82.28,apartamentowiec,,pierwotny,do_wykonczenia
367,271388.0,1,10.0,3,miejskie,,4,52.5,apartamentowiec,2019.0,pierwotny,do_wykonczenia
368,299900.0,1,8.0,2,miejskie,plastikowe,2,41.0,apartamentowiec,2019.0,pierwotny,
369,395000.0,1,8.0,3,miejskie,plastikowe,3,54.0,apartamentowiec,2019.0,pierwotny,
370,239500.0,1,10.0,3,miejskie,plastikowe,10,45.0,apartamentowiec,2019.0,pierwotny,
371,203000.0,1,10.0,2,miejskie,plastikowe,1,49.0,blok,,wtorny,
372,192000.0,1,10.0,2,miejskie,plastikowe,8,33.0,apartamentowiec,2019.0,pierwotny,
373,460000.0,1,8.0,3,miejskie,plastikowe,4,63.0,apartamentowiec,2019.0,pierwotny,
374,341627.0,1,5.0,3,miejskie,,1,47.8,apartamentowiec,2020.0,pierwotny,do_wykonczenia
375,245000.0,1,,3,,,,55.0,,,wtorny,
376,406216.0,1,8.0,3,miejskie,,parter,53.6,apartamentowiec,2019.0,pierwotny,do_wykonczenia
377,312175.0,1,8.0,2,miejskie,,6,41.4,apartamentowiec,2019.0,pierwotny,do_wykonczenia
378,493416.0,1,6.0,3,miejskie,aluminiowe,2,56.07,apartamentowiec,,pierwotny,do_wykonczenia
379,627200.0,1,6.0,3,miejskie,aluminiowe,6,64.0,apartamentowiec,,pierwotny,do_wykonczenia
380,321446.0,1,8.0,2,miejskie,,1,46.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
381,227000.0,1,11.0,2,miejskie,plastikowe,2,42.0,,1980.0,wtorny,do_zamieszkania
382,380000.0,1,,4,,,parter,104.0,,,wtorny,
383,239000.0,1,13.0,2,miejskie,plastikowe,6,37.5,,1966.0,wtorny,do_zamieszkania
384,699000.0,1,5.0,8,miejskie,drewniane,3,200.0,kamienica,1920.0,wtorny,do_remontu
385,693528.0,1,6.0,4,miejskie,aluminiowe,6,78.81,apartamentowiec,,pierwotny,do_wykonczenia
386,723433.0,1,7.0,4,miejskie,,7,77.61,apartamentowiec,2019.0,pierwotny,do_wykonczenia
387,540098.0,1,7.0,3,miejskie,,2,65.69,apartamentowiec,2019.0,pierwotny,do_wykonczenia
388,390000.0,1,3.0,2,miejskie,drewniane,3,65.0,kamienica,1890.0,wtorny,do_zamieszkania
389,513016.0,1,7.0,3,miejskie,,2,58.12,apartamentowiec,2019.0,pierwotny,do_wykonczenia
390,249000.0,1,2.0,2,gazowe,plastikowe,parter,48.0,blok,1960.0,wtorny,do_remontu
391,235000.0,0,12.0,2,miejskie,plastikowe,7,48.0,blok,1960.0,wtorny,do_remontu
392,291264.0,1,8.0,2,miejskie,,2,39.36,apartamentowiec,2019.0,pierwotny,do_wykonczenia
393,300000.0,1,4.0,3,miejskie,plastikowe,parter,66.74,blok,,wtorny,
394,326075.0,1,4.0,3,miejskie,,1,61.12,blok,2019.0,pierwotny,do_wykonczenia
395,296100.0,0,11.0,3,miejskie,plastikowe,8,63.0,blok,1980.0,wtorny,do_zamieszkania
396,545000.0,1,3.0,3,gazowe,plastikowe,3,78.0,apartamentowiec,2012.0,wtorny,do_zamieszkania
397,354252.0,1,3.0,3,,,3,61.63,blok,2020.0,pierwotny,
398,615290.0,1,1.0,4,gazowe,,parter,103.0,apartamentowiec,2018.0,pierwotny,do_wykonczenia
399,392148.0,1,5.0,4,miejskie,,5,59.9,blok,2019.0,pierwotny,do_wykonczenia
400,273443.0,1,7.0,1,miejskie,,1,28.19,apartamentowiec,2020.0,pierwotny,do_wykonczenia
401,145000.0,1,10.0,2,miejskie,drewniane,1,38.0,blok,1974.0,wtorny,do_remontu
402,226100.0,1,5.0,2,miejskie,,2,43.16,apartamentowiec,2019.0,pierwotny,do_wykonczenia
403,311049.0,1,8.0,2,miejskie,plastikowe,5,41.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
404,200692.0,1,5.0,1,miejskie,plastikowe,2,31.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
405,222778.0,1,10.0,2,miejskie,plastikowe,6,39.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
406,250000.0,1,15.0,2,miejskie,plastikowe,1,38.0,blok,,wtorny,do_zamieszkania
407,560000.0,1,4.0,4,miejskie,,3,82.28,apartamentowiec,2020.0,pierwotny,do_wykonczenia
408,239000.0,1,3.0,2,miejskie,plastikowe,parter,40.0,blok,1990.0,wtorny,
409,349000.0,1,3.0,3,miejskie,plastikowe,10,63.0,blok,,wtorny,do_zamieszkania
410,164651.25,1,,2,,,8,40.08,,2010.0,wtorny,
411,364635.0,1,5.0,4,miejskie,,1,55.5,blok,2019.0,pierwotny,do_wykonczenia
412,274637.0,0,3.0,2,,,2,45.99,blok,2020.0,pierwotny,do_wykonczenia
413,253490.0,1,3.0,2,,,1,41.34,blok,2020.0,pierwotny,do_wykonczenia
414,210000.0,1,10.0,2,miejskie,,9,52.11,blok,,wtorny,
415,324738.0,1,5.0,3,miejskie,,parter,51.79,blok,2019.0,pierwotny,do_wykonczenia
416,282374.0,1,4.0,2,miejskie,plastikowe,2,47.86,apartamentowiec,2020.0,pierwotny,do_wykonczenia
417,511376.0,1,4.0,4,,,parter,82.48,apartamentowiec,2018.0,pierwotny,do_wykonczenia
418,243000.0,0,,2,,,parter,42.0,,,wtorny,
419,664884.0,1,4.0,4,,,4,96.36,apartamentowiec,2018.0,pierwotny,do_wykonczenia
420,299000.0,1,16.0,2,miejskie,drewniane,&gt;_10,47.0,blok,,wtorny,
421,320000.0,1,5.0,4,miejskie,,parter,54.51,blok,2019.0,pierwotny,do_wykonczenia
422,196000.0,1,10.0,3,miejskie,plastikowe,3,49.0,blok,1985.0,wtorny,do_zamieszkania
423,400000.0,1,8.0,2,miejskie,plastikowe,4,50.0,apartamentowiec,2008.0,wtorny,do_zamieszkania
424,338000.0,1,10.0,3,miejskie,plastikowe,10,67.0,blok,,wtorny,
425,299000.0,1,15.0,2,miejskie,plastikowe,&gt;_10,47.2,blok,,wtorny,
426,299000.0,1,9.0,3,miejskie,plastikowe,8,49.26,blok,,wtorny,do_zamieszkania
427,295000.0,1,8.0,3,miejskie,,parter,36.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
428,341627.0,1,4.0,3,miejskie,plastikowe,1,47.78,apartamentowiec,,pierwotny,do_wykonczenia
429,242320.0,1,3.0,2,,,2,40.81,blok,2020.0,pierwotny,do_wykonczenia
430,229000.0,0,4.0,3,miejskie,plastikowe,3,46.73,blok,,wtorny,do_remontu
432,155000.0,1,,2,,,,70.0,,,wtorny,
433,545000.0,1,3.0,3,,plastikowe,3,77.5,apartamentowiec,2012.0,wtorny,do_zamieszkania
434,295112.0,1,8.0,2,miejskie,plastikowe,parter,36.21,apartamentowiec,,pierwotny,do_wykonczenia
435,324236.0,1,3.0,3,,,1,55.79,blok,2020.0,pierwotny,
436,315000.0,0,10.0,4,miejskie,plastikowe,9,72.12,blok,1980.0,wtorny,do_zamieszkania
437,397122.0,1,2.0,4,,,1,65.64,blok,,pierwotny,
438,235000.0,1,11.0,2,miejskie,plastikowe,2,37.17,blok,,wtorny,do_remontu
439,299900.0,0,4.0,3,miejskie,,,60.39,blok,,wtorny,
440,170000.0,1,10.0,2,,plastikowe,9,37.0,blok,1980.0,wtorny,
441,820000.0,1,7.0,2,,,7,78.7,apartamentowiec,2015.0,wtorny,do_zamieszkania
442,348000.0,0,10.0,4,miejskie,plastikowe,9,72.12,,,wtorny,do_zamieszkania
443,159330.0,1,3.0,1,,,2,25.81,blok,2020.0,pierwotny,do_wykonczenia
444,248000.0,0,10.0,2,miejskie,,3,50.0,blok,,wtorny,
445,372231.0,1,3.0,3,,,1,63.35,blok,2020.0,pierwotny,
446,270000.0,1,13.0,2,miejskie,plastikowe,5,37.6,blok,1968.0,wtorny,do_zamieszkania
447,383480.0,1,3.0,3,,,3,63.35,blok,2020.0,pierwotny,do_wykonczenia
448,326000.0,1,4.0,3,miejskie,,4,61.0,blok,2019.0,pierwotny,do_wykonczenia
449,289175.0,1,3.0,2,,,2,47.43,blok,2020.0,pierwotny,do_wykonczenia
450,198000.0,0,18.0,1,miejskie,plastikowe,parter,37.0,blok,1980.0,wtorny,do_zamieszkania
451,301333.0,1,5.0,2,miejskie,,5,46.4,blok,2019.0,pierwotny,do_wykonczenia
452,206000.0,1,5.0,1,miejskie,plastikowe,2,30.6,blok,2019.0,pierwotny,do_wykonczenia
453,317000.0,1,5.0,3,miejskie,plastikowe,parter,52.5,blok,2019.0,pierwotny,do_wykonczenia
454,275000.0,1,3.0,2,miejskie,plastikowe,parter,49.0,blok,1970.0,wtorny,do_zamieszkania
455,414000.0,1,4.0,2,,,1,60.0,,,wtorny,
456,352800.0,1,8.0,2,miejskie,,parter,46.7,apartamentowiec,2019.0,pierwotny,do_wykonczenia
457,395600.0,1,8.0,3,miejskie,,1,53.8,apartamentowiec,2019.0,pierwotny,do_wykonczenia
458,310000.0,1,12.0,2,,,5,39.0,,,wtorny,
459,265000.0,1,5.0,2,miejskie,plastikowe,parter,41.48,apartamentowiec,,pierwotny,
460,87000.0,0,3.0,3,miejskie,plastikowe,1,63.0,szeregowiec,2004.0,wtorny,do_zamieszkania
461,189000.0,1,10.0,1,miejskie,plastikowe,parter,37.23,apartamentowiec,,pierwotny,do_wykonczenia
462,295110.0,1,8.0,2,miejskie,,parter,36.2,apartamentowiec,2019.0,pierwotny,do_wykonczenia
463,319800.0,1,8.0,2,miejskie,,1,46.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
464,732000.0,1,5.0,4,gazowe,drewniane,4,122.0,kamienica,1890.0,wtorny,
465,169000.0,0,4.0,2,gazowe,plastikowe,4,38.0,blok,,wtorny,do_zamieszkania
466,538005.0,1,5.0,4,miejskie,,parter,82.77,apartamentowiec,,wtorny,do_wykonczenia
467,664884.0,1,4.0,4,miejskie,plastikowe,4,96.36,apartamentowiec,,wtorny,do_wykonczenia
468,411905.0,1,5.0,3,miejskie,,2,63.37,apartamentowiec,,pierwotny,do_wykonczenia
469,182465.0,1,3.0,1,,,2,29.53,blok,2020.0,pierwotny,do_wykonczenia
470,219000.0,0,18.0,1,miejskie,plastikowe,&gt;_10,39.0,blok,,wtorny,do_zamieszkania
471,327321.0,1,3.0,3,,,3,55.79,blok,2020.0,pierwotny,do_wykonczenia
472,159800.0,1,4.0,1,,plastikowe,2,34.75,blok,,wtorny,do_zamieszkania
473,236691.0,1,5.0,2,miejskie,plastikowe,1,38.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
474,266750.0,1,5.0,3,miejskie,plastikowe,3,55.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
475,222588.0,1,10.0,2,miejskie,plastikowe,5,42.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
476,414758.0,1,4.0,3,miejskie,,1,71.51,apartamentowiec,,pierwotny,do_wykonczenia
477,430000.0,0,4.0,4,miejskie,,4,73.0,blok,1979.0,wtorny,
478,282000.0,1,5.0,2,miejskie,plastikowe,2,47.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
479,256361.0,1,10.0,3,miejskie,plastikowe,3,49.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
480,320000.0,1,2.0,2,miejskie,plastikowe,1,55.5,apartamentowiec,2018.0,pierwotny,
481,499000.0,1,5.0,4,gazowe,plastikowe,3,110.0,kamienica,1890.0,wtorny,
482,213150.0,1,10.0,2,miejskie,plastikowe,1,38.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
483,246425.0,1,5.0,2,miejskie,,parter,39.26,blok,2019.0,pierwotny,do_wykonczenia
484,265000.0,1,3.0,2,gazowe,plastikowe,2,51.0,blok,,wtorny,do_zamieszkania
485,245000.0,1,2.0,2,,plastikowe,parter,41.0,kamienica,,wtorny,do_zamieszkania
486,799020.0,1,4.0,4,miejskie,,4,115.8,apartamentowiec,2019.0,pierwotny,do_wykonczenia
487,490000.0,1,4.0,4,miejskie,plastikowe,parter,82.0,blok,2000.0,wtorny,
488,367700.0,1,3.0,3,miejskie,plastikowe,2,51.4,apartamentowiec,2016.0,wtorny,do_zamieszkania
489,699000.0,1,5.0,8,miejskie,drewniane,3,200.0,kamienica,1920.0,wtorny,do_remontu
490,627004.0,1,7.0,3,miejskie,,6,63.98,apartamentowiec,2021.0,pierwotny,do_wykonczenia
491,540000.0,1,4.0,7,miejskie,drewniane,1,135.0,,,wtorny,do_remontu
492,380000.0,1,,4,,,parter,104.0,,,wtorny,
493,392417.0,1,6.0,4,miejskie,,6,55.27,apartamentowiec,2019.0,pierwotny,do_wykonczenia
494,627200.0,1,6.0,3,miejskie,aluminiowe,6,64.0,apartamentowiec,,pierwotny,do_wykonczenia
495,693528.0,1,6.0,4,miejskie,aluminiowe,6,78.81,apartamentowiec,,pierwotny,do_wykonczenia
496,493416.0,1,6.0,3,miejskie,aluminiowe,2,56.07,apartamentowiec,,pierwotny,do_wykonczenia
497,699000.0,1,5.0,8,miejskie,drewniane,3,200.0,kamienica,1920.0,wtorny,do_remontu
498,203500.0,1,4.0,2,elektryczne,plastikowe,1,34.0,blok,1976.0,wtorny,do_zamieszkania
499,540000.0,1,4.0,7,miejskie,drewniane,1,135.0,,,wtorny,do_remontu
500,285000.0,1,4.0,3,inne,,1,59.0,blok,,wtorny,do_zamieszkania
501,237421.8,1,16.0,1,miejskie,plastikowe,2,34.26,blok,,pierwotny,do_wykonczenia
502,636300.0,1,6.0,4,miejskie,aluminiowe,6,70.7,apartamentowiec,,pierwotny,do_wykonczenia
503,560700.0,1,4.0,3,miejskie,plastikowe,parter,63.0,apartamentowiec,2015.0,wtorny,
504,569600.0,1,4.0,3,miejskie,plastikowe,parter,64.0,apartamentowiec,2015.0,wtorny,
505,245000.0,1,,2,,,10,53.0,,,wtorny,
506,396000.0,1,5.0,2,gazowe,plastikowe,1,60.0,apartamentowiec,2008.0,wtorny,do_zamieszkania
507,329630.0,1,2.0,3,,,1,55.4,blok,,pierwotny,
508,194000.0,1,3.0,2,miejskie,,2,52.0,blok,,wtorny,
509,165000.0,1,3.0,2,elektryczne,plastikowe,2,35.0,kamienica,1955.0,wtorny,do_zamieszkania
510,390000.0,1,3.0,3,,drewniane,2,61.88,,,wtorny,do_zamieszkania
511,239000.0,1,4.0,2,,plastikowe,,40.0,blok,,wtorny,
512,378504.0,1,4.0,2,miejskie,plastikowe,4,67.59,kamienica,1905.0,wtorny,do_wykonczenia
513,175000.0,1,4.0,2,elektryczne,plastikowe,2,41.0,kamienica,,wtorny,do_zamieszkania
514,385000.0,1,2.0,3,,plastikowe,2,74.0,apartamentowiec,,wtorny,do_zamieszkania
515,380000.0,1,4.0,3,,plastikowe,3,101.0,kamienica,,wtorny,do_remontu
516,319087.55,1,16.0,3,miejskie,plastikowe,2,48.31,blok,,pierwotny,do_wykonczenia
517,249000.0,0,13.0,3,miejskie,plastikowe,&gt;_10,57.0,blok,,wtorny,do_remontu
518,279000.0,0,10.0,2,miejskie,plastikowe,4,44.0,blok,1977.0,wtorny,do_zamieszkania
519,599000.0,1,,5,,plastikowe,parter,127.45,blok,,wtorny,do_zamieszkania
520,387828.0,1,4.0,3,miejskie,,3,71.82,apartamentowiec,2018.0,pierwotny,do_wykonczenia
521,700000.0,1,3.0,3,,,parter,90.0,apartamentowiec,,wtorny,do_zamieszkania
522,145000.0,1,3.0,1,miejskie,plastikowe,parter,30.1,blok,1980.0,wtorny,do_zamieszkania
523,390000.0,1,2.0,3,,plastikowe,2,61.88,apartamentowiec,,wtorny,
524,245000.0,1,4.0,3,miejskie,plastikowe,4,46.0,blok,,wtorny,do_zamieszkania
525,700000.0,1,,4,,,2,197.0,kamienica,,wtorny,
526,348000.0,1,3.0,3,gazowe,plastikowe,3,80.92,blok,,wtorny,do_zamieszkania
527,329000.0,1,4.0,3,,plastikowe,1,75.17,apartamentowiec,2002.0,wtorny,
528,220000.0,1,3.0,2,gazowe,plastikowe,parter,41.0,apartamentowiec,2013.0,wtorny,do_zamieszkania
529,220000.0,0,2.0,3,elektryczne,plastikowe,2,51.0,blok,1960.0,wtorny,do_remontu
530,249000.0,0,10.0,2,miejskie,plastikowe,9,42.71,,1980.0,wtorny,do_zamieszkania
531,274637.0,1,3.0,2,,,1,45.99,blok,2020.0,pierwotny,do_wykonczenia
532,249000.0,1,3.0,2,miejskie,plastikowe,3,47.0,blok,1960.0,wtorny,do_zamieszkania
533,375000.0,1,7.0,2,miejskie,plastikowe,2,45.58,apartamentowiec,,wtorny,do_wykonczenia
534,280000.0,1,4.0,2,miejskie,plastikowe,parter,46.0,blok,,wtorny,do_zamieszkania
535,259000.0,0,4.0,3,miejskie,plastikowe,4,53.0,blok,1980.0,wtorny,do_zamieszkania
536,200000.0,1,2.0,1,,,1,50.27,,,wtorny,
537,365000.0,1,10.0,4,miejskie,plastikowe,7,73.6,blok,2000.0,wtorny,
538,289000.0,1,8.0,2,,,4,45.0,,,wtorny,
539,750000.0,1,2.0,4,gazowe,plastikowe,1,140.0,dom_wolnostojacy,,wtorny,
540,340000.0,1,18.0,3,miejskie,plastikowe,&gt;_10,63.0,blok,,wtorny,do_zamieszkania
541,515000.0,1,11.0,3,miejskie,plastikowe,7,70.0,blok,2010.0,wtorny,do_zamieszkania
542,599000.0,1,17.0,3,miejskie,plastikowe,2,81.0,apartamentowiec,2016.0,wtorny,do_zamieszkania
543,229000.0,1,10.0,2,miejskie,plastikowe,8,48.65,blok,,wtorny,
544,295380.0,1,10.0,3,miejskie,,1,49.23,apartamentowiec,,pierwotny,do_wykonczenia
545,295000.0,1,3.0,3,,plastikowe,3,68.0,kamienica,1985.0,wtorny,
546,605190.0,1,,4,,drewniane,parter,103.0,szeregowiec,,pierwotny,do_wykonczenia
547,287000.0,1,10.0,3,miejskie,plastikowe,7,63.0,blok,1980.0,wtorny,do_zamieszkania
548,308295.0,1,8.0,2,miejskie,plastikowe,4,41.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
549,493416.0,1,6.0,3,miejskie,aluminiowe,2,56.07,apartamentowiec,,pierwotny,do_wykonczenia
550,693528.0,1,6.0,4,miejskie,aluminiowe,6,78.81,apartamentowiec,,pierwotny,do_wykonczenia
551,450000.0,1,2.0,3,miejskie,plastikowe,parter,63.0,apartamentowiec,2016.0,wtorny,do_zamieszkania
552,615000.0,1,3.0,6,,,2,132.0,,1990.0,wtorny,
553,627200.0,1,6.0,3,miejskie,aluminiowe,6,64.0,apartamentowiec,,pierwotny,do_wykonczenia
554,636300.0,1,6.0,4,miejskie,aluminiowe,6,70.7,apartamentowiec,,pierwotny,do_wykonczenia
555,249000.0,0,10.0,3,miejskie,plastikowe,9,53.52,blok,,wtorny,do_zamieszkania
556,394573.0,1,5.0,2,,plastikowe,2,57.7,apartamentowiec,,pierwotny,
