,cena,forma_wlasnosci,liczba_pieter,liczba_pokoi,ogrzewanie,okna,pietro,powierzchnia,rodzaj_zabudowy,rok_budowy,rynek,stan_wykonczenia
557,218000.0,0,4.0,3,miejskie,plastikowe,2,53.7,blok,,wtorny,do_remontu
558,310734.0,1,5.0,2,,plastikowe,2,50.94,apartamentowiec,2018.0,pierwotny,do_wykonczenia
559,150000.0,1,12.0,2,,,6,36.46,blok,,wtorny,
560,162500.0,1,,1,,,10,36.0,,,wtorny,
561,260389.0,1,10.0,3,miejskie,,6,49.13,apartamentowiec,2019.0,pierwotny,do_wykonczenia
562,378244.0,1,3.0,3,,,1,63.0,blok,2020.0,pierwotny,
563,522675.0,1,5.0,4,miejskie,,3,90.9,apartamentowiec,2019.0,pierwotny,do_wykonczenia
564,277000.0,1,4.0,3,miejskie,plastikowe,1,63.0,blok,,wtorny,
565,274000.0,1,4.0,2,miejskie,plastikowe,3,51.0,kamienica,,wtorny,
566,271320.0,1,5.0,2,miejskie,,parter,45.22,blok,2019.0,pierwotny,do_wykonczenia
567,219000.0,1,2.0,3,miejskie,plastikowe,parter,58.0,kamienica,,wtorny,
568,281460.0,1,5.0,2,miejskie,,parter,46.91,blok,2019.0,pierwotny,do_wykonczenia
569,970000.0,1,5.0,5,miejskie,plastikowe,4,136.5,apartamentowiec,2019.0,pierwotny,
570,306280.0,1,8.0,2,miejskie,,3,40.3,apartamentowiec,2019.0,pierwotny,do_wykonczenia
571,369000.0,1,,2,,,,43.0,,2019.0,pierwotny,do_wykonczenia
572,337940.0,1,2.0,3,,,2,55.4,blok,,pierwotny,
573,255000.0,0,4.0,3,miejskie,drewniane,4,57.9,blok,,wtorny,do_remontu
574,264069.0,1,2.0,2,,,2,45.14,blok,,pierwotny,
575,300880.0,1,8.0,2,miejskie,,2,40.6,apartamentowiec,2019.0,pierwotny,do_wykonczenia
576,308210.0,1,8.0,2,miejskie,,2,41.65,apartamentowiec,2019.0,pierwotny,do_wykonczenia
577,512996.0,1,16.0,4,miejskie,plastikowe,3,78.32,blok,,pierwotny,do_wykonczenia
578,269900.0,1,3.0,5,gazowe,plastikowe,2,68.0,kamienica,1900.0,wtorny,do_zamieszkania
579,560000.0,1,5.0,4,miejskie,plastikowe,3,82.28,apartamentowiec,2020.0,pierwotny,do_wykonczenia
580,550000.0,1,4.0,4,,plastikowe,3,112.0,kamienica,,wtorny,do_zamieszkania
581,295000.0,1,10.0,3,,plastikowe,8,61.0,blok,,wtorny,
582,152000.0,0,10.0,1,miejskie,plastikowe,8,32.0,blok,,wtorny,
583,407792.7,1,16.0,3,miejskie,plastikowe,3,61.74,blok,,pierwotny,do_wykonczenia
584,275000.0,0,2.0,2,miejskie,plastikowe,parter,45.9,blok,,wtorny,do_zamieszkania
585,360103.5,1,2.0,3,,,2,55.83,blok,,pierwotny,
586,404602.0,1,3.0,3,,,3,66.85,blok,2020.0,pierwotny,do_wykonczenia
587,315000.0,1,10.0,4,miejskie,plastikowe,9,72.0,blok,1980.0,wtorny,do_zamieszkania
588,254000.0,1,10.0,2,miejskie,plastikowe,2,42.35,blok,,wtorny,
589,297621.3,1,16.0,2,miejskie,plastikowe,3,45.06,blok,,pierwotny,do_wykonczenia
590,245000.0,1,10.0,3,miejskie,plastikowe,4,61.0,blok,,wtorny,do_zamieszkania
591,263000.0,1,3.0,2,gazowe,plastikowe,suterena,41.0,kamienica,,wtorny,do_zamieszkania
592,259000.0,0,16.0,2,miejskie,plastikowe,&gt;_10,37.6,blok,,wtorny,do_zamieszkania
593,370000.0,1,14.0,3,miejskie,plastikowe,&gt;_10,59.0,blok,,wtorny,do_zamieszkania
594,149900.0,0,8.0,1,miejskie,plastikowe,3,21.3,blok,,wtorny,do_zamieszkania
595,465000.0,1,4.0,3,,,3,93.73,,,wtorny,
596,518700.0,1,5.0,4,miejskie,,1,91.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
597,460000.0,1,10.0,4,miejskie,plastikowe,10,69.0,blok,1980.0,wtorny,do_zamieszkania
598,149999.0,1,10.0,1,miejskie,plastikowe,8,32.0,blok,,wtorny,do_zamieszkania
599,596100.0,1,,4,,drewniane,1,106.01,szeregowiec,,pierwotny,do_wykonczenia
601,327313.0,1,8.0,2,miejskie,plastikowe,8,40.66,apartamentowiec,,pierwotny,do_wykonczenia
602,269000.0,0,13.0,3,miejskie,,9,60.0,blok,1978.0,wtorny,do_zamieszkania
603,279000.0,1,8.0,2,miejskie,plastikowe,6,35.95,apartamentowiec,,pierwotny,do_wykonczenia
604,341427.0,1,6.0,3,miejskie,,1,47.58,apartamentowiec,2019.0,pierwotny,do_wykonczenia
605,339038.0,1,6.0,3,miejskie,,parter,47.58,apartamentowiec,2019.0,pierwotny,do_wykonczenia
606,273534.0,1,6.0,1,miejskie,,parter,28.02,apartamentowiec,2019.0,pierwotny,do_wykonczenia
607,330000.0,1,18.0,2,miejskie,plastikowe,&gt;_10,53.0,blok,,wtorny,do_zamieszkania
608,347000.0,1,6.0,3,miejskie,,parter,52.4,apartamentowiec,2019.0,pierwotny,do_wykonczenia
609,439000.0,1,4.0,4,inne,plastikowe,2,110.0,kamienica,1910.0,wtorny,do_remontu
610,335000.0,1,3.0,2,,,2,56.0,kamienica,,wtorny,do_zamieszkania
611,182000.0,1,,3,,,1,45.94,,,wtorny,
612,118000.0,1,,1,,,10,30.73,,,wtorny,
613,264069.0,1,2.0,2,,,2,45.14,blok,,pierwotny,
614,145000.0,1,10.0,2,miejskie,drewniane,1,38.0,blok,1980.0,wtorny,
615,279000.0,1,4.0,4,miejskie,,4,56.0,blok,,wtorny,do_zamieszkania
616,289224.0,1,5.0,2,miejskie,,parter,51.19,blok,2019.0,pierwotny,do_wykonczenia
617,290523.0,1,5.0,2,miejskie,,parter,51.42,blok,2019.0,pierwotny,do_wykonczenia
618,290000.0,1,,3,miejskie,plastikowe,parter,55.0,blok,,wtorny,
619,310734.0,1,5.0,2,miejskie,,2,50.94,blok,2019.0,pierwotny,do_wykonczenia
620,337994.0,1,4.0,3,miejskie,,4,61.12,apartamentowiec,2018.0,pierwotny,do_wykonczenia
621,414758.0,1,4.0,3,miejskie,,parter,71.51,apartamentowiec,2018.0,pierwotny,do_wykonczenia
622,312913.0,1,4.0,1,miejskie,,parter,50.05,apartamentowiec,2018.0,pierwotny,do_wykonczenia
623,177122.0,1,3.0,1,miejskie,plastikowe,2,23.33,kamienica,,wtorny,do_zamieszkania
624,194000.0,1,2.0,3,,,2,56.0,kamienica,1930.0,wtorny,do_remontu
625,365000.0,1,,2,,,,48.0,,,wtorny,
626,211000.0,1,10.0,2,miejskie,plastikowe,9,33.0,apartamentowiec,2019.0,wtorny,do_wykonczenia
627,295700.0,1,13.0,2,miejskie,plastikowe,1,52.8,blok,,wtorny,do_zamieszkania
628,636300.0,1,6.0,4,miejskie,aluminiowe,6,70.7,apartamentowiec,,pierwotny,do_wykonczenia
629,493416.0,1,6.0,3,miejskie,aluminiowe,2,56.07,apartamentowiec,,pierwotny,do_wykonczenia
630,154282.0,1,3.0,1,miejskie,plastikowe,3,20.72,kamienica,,wtorny,
631,349000.0,0,6.0,4,miejskie,plastikowe,parter,72.93,blok,1981.0,wtorny,do_remontu
632,295000.0,1,4.0,4,miejskie,plastikowe,2,73.0,blok,,wtorny,do_zamieszkania
633,280000.0,1,4.0,2,miejskie,plastikowe,parter,42.27,apartamentowiec,2019.0,pierwotny,do_wykonczenia
634,475640.0,1,6.0,3,miejskie,aluminiowe,parter,54.05,apartamentowiec,,pierwotny,do_wykonczenia
635,699000.0,1,5.0,8,miejskie,drewniane,3,200.0,kamienica,1920.0,wtorny,do_remontu
636,285000.0,1,4.0,1,miejskie,plastikowe,1,48.2,kamienica,,wtorny,do_zamieszkania
637,365000.0,1,6.0,3,inne,drewniane,2,95.0,kamienica,1933.0,wtorny,do_remontu
638,210000.0,1,3.0,2,,plastikowe,parter,41.0,kamienica,,wtorny,do_zamieszkania
639,195000.0,1,4.0,1,miejskie,,1,30.3,apartamentowiec,2020.0,pierwotny,
640,693528.0,1,6.0,4,miejskie,aluminiowe,6,78.81,apartamentowiec,,pierwotny,do_wykonczenia
641,394200.0,1,5.0,3,miejskie,plastikowe,parter,72.0,apartamentowiec,,pierwotny,
642,627200.0,1,6.0,3,miejskie,aluminiowe,6,64.0,apartamentowiec,,pierwotny,do_wykonczenia
643,277500.0,1,5.0,2,miejskie,plastikowe,parter,51.5,apartamentowiec,,pierwotny,
644,420000.0,1,,3,miejskie,plastikowe,1,64.0,blok,,wtorny,do_zamieszkania
645,380000.0,1,,4,,,parter,104.0,,,wtorny,
646,540000.0,1,4.0,7,miejskie,drewniane,1,135.0,,,wtorny,do_remontu
647,560000.0,1,4.0,4,,plastikowe,3,82.28,apartamentowiec,,pierwotny,
648,499500.0,1,5.0,4,miejskie,plastikowe,3,91.0,apartamentowiec,,pierwotny,
649,189000.0,1,10.0,3,,,7,51.12,,,wtorny,
650,235000.0,1,2.0,2,miejskie,plastikowe,parter,53.16,blok,1980.0,wtorny,do_zamieszkania
651,218550.0,1,5.0,3,miejskie,plastikowe,1,47.0,apartamentowiec,2018.0,pierwotny,do_wykonczenia
652,311396.45,1,10.0,2,miejskie,plastikowe,1,48.77,blok,,pierwotny,do_wykonczenia
653,408585.3,1,16.0,3,miejskie,plastikowe,3,61.86,blok,,pierwotny,do_wykonczenia
654,225000.0,0,8.0,2,miejskie,plastikowe,7,48.65,blok,,wtorny,do_zamieszkania
655,320000.0,1,2.0,3,gazowe,,parter,78.0,kamienica,,wtorny,
656,554000.0,1,7.0,2,,,5,90.0,,,wtorny,
657,159330.0,1,3.0,1,,,1,25.81,blok,2020.0,pierwotny,do_wykonczenia
658,320000.0,1,2.0,2,miejskie,plastikowe,2,47.7,blok,,wtorny,do_zamieszkania
659,239000.0,1,10.0,1,miejskie,plastikowe,8,35.75,blok,,wtorny,
660,281460.0,1,5.0,2,miejskie,,parter,46.91,apartamentowiec,2019.0,pierwotny,do_wykonczenia
661,411800.0,1,9.0,3,miejskie,plastikowe,,53.83,apartamentowiec,2019.0,wtorny,do_wykonczenia
662,326000.0,1,4.0,3,miejskie,,1,61.0,blok,2019.0,pierwotny,do_wykonczenia
663,185000.0,1,2.0,2,miejskie,plastikowe,1,45.0,dom_wolnostojacy,,wtorny,do_zamieszkania
664,299000.0,1,10.0,3,miejskie,plastikowe,9,80.0,blok,1980.0,wtorny,do_wykonczenia
665,290000.0,1,4.0,2,miejskie,plastikowe,1,40.0,apartamentowiec,2016.0,wtorny,do_zamieszkania
666,299900.0,0,10.0,3,miejskie,plastikowe,8,61.07,blok,,wtorny,
667,197800.0,1,5.0,2,miejskie,plastikowe,1,43.0,apartamentowiec,2018.0,pierwotny,do_wykonczenia
668,242000.0,1,4.0,2,miejskie,plastikowe,2,35.0,kamienica,,wtorny,do_zamieszkania
669,260000.0,1,10.0,3,inne,drewniane,3,59.0,blok,,wtorny,do_zamieszkania
670,610000.0,1,1.0,3,gazowe,,parter,97.5,apartamentowiec,2017.0,pierwotny,do_wykonczenia
671,299000.0,1,3.0,2,miejskie,plastikowe,1,59.17,kamienica,1930.0,wtorny,do_remontu
672,291000.0,0,18.0,2,miejskie,plastikowe,&gt;_10,49.6,blok,,wtorny,do_zamieszkania
673,225000.0,0,8.0,2,miejskie,plastikowe,7,48.65,blok,,wtorny,
674,419315.0,1,3.0,2,miejskie,plastikowe,parter,56.71,blok,2013.0,pierwotny,do_wykonczenia
675,320000.0,0,11.0,3,miejskie,plastikowe,5,78.0,blok,1980.0,wtorny,do_zamieszkania
676,375364.0,1,2.0,3,,plastikowe,parter,65.65,apartamentowiec,,pierwotny,do_wykonczenia
677,540000.0,1,4.0,4,gazowe,,3,110.0,kamienica,,wtorny,
678,319000.0,1,16.0,3,miejskie,plastikowe,&gt;_10,51.62,blok,,wtorny,do_zamieszkania
679,280000.0,1,4.0,2,miejskie,plastikowe,parter,42.27,,2020.0,pierwotny,do_wykonczenia
680,275000.0,1,4.0,3,miejskie,plastikowe,3,58.44,blok,,wtorny,do_zamieszkania
681,300000.0,1,,3,,,parter,67.0,,,wtorny,
682,275000.0,1,10.0,3,miejskie,plastikowe,3,49.22,blok,2019.0,pierwotny,do_wykonczenia
683,265472.0,1,4.0,2,miejskie,plastikowe,parter,41.48,apartamentowiec,2020.0,pierwotny,do_wykonczenia
684,450000.0,1,1.0,4,gazowe,plastikowe,1,75.0,szeregowiec,2017.0,pierwotny,do_wykonczenia
685,251443.5,1,5.0,2,miejskie,plastikowe,2,34.21,apartamentowiec,2019.0,wtorny,do_wykonczenia
686,414680.0,1,,4,miejskie,plastikowe,2,59.24,apartamentowiec,2020.0,pierwotny,do_wykonczenia
687,281460.0,1,5.0,2,miejskie,,parter,46.91,blok,2019.0,pierwotny,do_wykonczenia
688,265500.0,1,4.0,2,miejskie,plastikowe,parter,41.48,apartamentowiec,2020.0,pierwotny,
689,292194.0,1,5.0,2,miejskie,plastikowe,4,46.38,apartamentowiec,2019.0,pierwotny,do_wykonczenia
690,515000.0,1,11.0,3,miejskie,plastikowe,7,70.0,apartamentowiec,2010.0,wtorny,
691,273624.0,1,5.0,2,miejskie,,parter,46.38,blok,2019.0,pierwotny,do_wykonczenia
692,155000.0,0,10.0,1,,,4,27.0,,,wtorny,
693,300000.0,1,4.0,3,miejskie,plastikowe,parter,67.0,blok,1980.0,wtorny,do_zamieszkania
694,241000.0,1,2.0,2,miejskie,drewniane,2,62.86,kamienica,1909.0,wtorny,do_remontu
695,300000.0,1,24.0,3,,plastikowe,&gt;_10,63.0,blok,,wtorny,do_zamieszkania
696,315000.0,1,10.0,4,inne,plastikowe,9,72.3,blok,,wtorny,do_zamieszkania
697,411905.0,1,5.0,3,miejskie,plastikowe,2,63.37,apartamentowiec,2020.0,pierwotny,do_wykonczenia
698,400000.0,1,2.0,2,,plastikowe,1,47.0,,2014.0,wtorny,
699,292188.0,1,3.0,3,miejskie,plastikowe,2,56.19,apartamentowiec,2018.0,pierwotny,do_wykonczenia
700,290000.0,0,18.0,2,miejskie,plastikowe,3,62.4,,,wtorny,
701,350000.0,1,4.0,2,,,parter,53.0,,2007.0,wtorny,
702,197000.0,1,10.0,3,miejskie,plastikowe,parter,49.32,blok,1976.0,wtorny,
703,370000.0,1,2.0,5,miejskie,plastikowe,4,87.0,blok,1990.0,wtorny,do_zamieszkania
704,219000.0,1,10.0,2,miejskie,plastikowe,parter,38.41,apartamentowiec,,pierwotny,do_wykonczenia
705,370469.0,1,2.0,3,,plastikowe,parter,69.4,apartamentowiec,,pierwotny,do_wykonczenia
706,307044.0,1,8.0,2,miejskie,plastikowe,7,41.65,apartamentowiec,2019.0,pierwotny,do_wykonczenia
707,227000.0,1,12.0,2,miejskie,plastikowe,2,41.9,blok,,wtorny,do_zamieszkania
708,389000.0,1,1.0,2,gazowe,plastikowe,parter,63.5,apartamentowiec,2018.0,pierwotny,do_zamieszkania
709,232000.0,1,,2,miejskie,plastikowe,10,40.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
710,1140000.0,1,4.0,4,miejskie,plastikowe,4,138.06,apartamentowiec,2018.0,pierwotny,do_wykonczenia
711,259000.0,1,,3,,plastikowe,2,43.39,kamienica,,wtorny,do_zamieszkania
712,215000.0,1,,2,miejskie,plastikowe,5,36.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
713,484000.0,1,3.0,4,inne,plastikowe,parter,82.0,blok,2001.0,wtorny,do_zamieszkania
714,395000.0,1,10.0,2,miejskie,plastikowe,4,50.88,apartamentowiec,2009.0,wtorny,
715,329000.0,1,4.0,3,miejskie,plastikowe,2,62.0,blok,1980.0,wtorny,do_zamieszkania
716,324000.0,1,,4,miejskie,plastikowe,7,60.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
717,225000.0,1,13.0,3,miejskie,,8,37.0,blok,,wtorny,do_remontu
718,750000.0,1,2.0,3,kotlownia,plastikowe,1,106.76,apartamentowiec,2001.0,wtorny,do_zamieszkania
719,549000.0,1,7.0,4,miejskie,plastikowe,2,92.0,blok,2017.0,wtorny,do_wykonczenia
720,320000.0,1,13.0,3,miejskie,,5,60.0,blok,,wtorny,
721,490000.0,1,3.0,4,miejskie,,parter,82.0,apartamentowiec,2000.0,wtorny,do_wykonczenia
722,520000.0,1,3.0,5,miejskie,,2,142.0,kamienica,,wtorny,do_remontu
723,379000.0,1,,2,gazowe,plastikowe,2,64.0,apartamentowiec,,wtorny,
724,699000.0,1,2.0,4,miejskie,,1,105.0,apartamentowiec,2000.0,wtorny,do_zamieszkania
725,680000.0,1,4.0,9,gazowe,plastikowe,4,150.0,kamienica,1910.0,wtorny,do_zamieszkania
726,370000.0,1,3.0,4,miejskie,,1,72.0,blok,,wtorny,do_zamieszkania
727,360000.0,1,10.0,2,miejskie,,4,51.0,apartamentowiec,2009.0,wtorny,do_zamieszkania
728,700000.0,1,6.0,4,miejskie,,4,72.0,apartamentowiec,,wtorny,do_zamieszkania
729,411000.0,1,,4,miejskie,plastikowe,3,60.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
730,180000.0,1,,1,miejskie,plastikowe,3,26.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
731,295000.0,1,4.0,3,miejskie,plastikowe,parter,49.0,blok,,wtorny,
732,295000.0,1,4.0,3,miejskie,,parter,49.0,blok,1970.0,wtorny,do_zamieszkania
733,273000.0,1,,1,miejskie,plastikowe,3,28.3,apartamentowiec,2019.0,pierwotny,do_wykonczenia
734,154000.0,1,2.0,2,elektryczne,plastikowe,parter,42.4,kamienica,1910.0,wtorny,do_zamieszkania
735,195000.0,1,5.0,1,miejskie,plastikowe,1,30.3,apartamentowiec,2020.0,pierwotny,do_wykonczenia
736,179000.0,1,3.0,1,,,2,39.0,,,wtorny,
737,325000.0,1,5.0,2,miejskie,plastikowe,4,47.7,apartamentowiec,2020.0,pierwotny,do_wykonczenia
738,398600.0,1,4.0,3,miejskie,,4,71.8,blok,2019.0,pierwotny,do_wykonczenia
739,280000.0,1,5.0,2,miejskie,plastikowe,parter,42.27,apartamentowiec,2020.0,pierwotny,do_wykonczenia
740,280000.0,1,,2,,,10,38.0,,,wtorny,
741,246625.0,1,5.0,2,miejskie,,parter,39.46,blok,2019.0,pierwotny,do_wykonczenia
742,905000.0,1,4.0,wiecej_niz_10,miejskie,drewniane,1,291.0,kamienica,,wtorny,do_remontu
743,374000.0,1,,4,miejskie,plastikowe,4,69.58,blok,,wtorny,do_zamieszkania
744,180621.0,1,5.0,1,miejskie,,1,25.62,blok,2019.0,pierwotny,do_wykonczenia
745,390000.0,1,5.0,2,,,3,58.0,apartamentowiec,2010.0,wtorny,do_zamieszkania
746,351790.0,1,2.0,3,,,2,55.4,blok,,pierwotny,
747,234000.0,0,5.0,2,miejskie,,2,38.6,blok,1960.0,wtorny,do_remontu
748,399000.0,1,4.0,2,miejskie,plastikowe,3,57.38,apartamentowiec,2009.0,wtorny,
749,320000.0,1,13.0,3,,drewniane,5,60.0,,,wtorny,do_zamieszkania
750,245000.0,1,,2,,plastikowe,&gt;_10,53.7,,,wtorny,do_remontu
751,308500.0,1,18.0,2,miejskie,plastikowe,&gt;_10,61.0,blok,,wtorny,do_wykonczenia
752,321376.0,1,5.0,3,miejskie,,parter,53.12,blok,2019.0,pierwotny,do_wykonczenia
753,199000.0,1,4.0,2,miejskie,plastikowe,1,43.0,blok,,wtorny,do_wykonczenia
754,160194.0,1,3.0,1,,,2,25.95,blok,2020.0,pierwotny,do_wykonczenia
755,310000.0,1,5.0,2,miejskie,plastikowe,2,51.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
756,330000.0,1,,2,,plastikowe,2,41.0,apartamentowiec,,wtorny,do_zamieszkania
757,263000.0,1,10.0,2,,plastikowe,4,44.0,blok,,wtorny,do_zamieszkania
758,240624.0,1,10.0,3,miejskie,plastikowe,5,45.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
759,299000.0,1,8.0,2,miejskie,plastikowe,8,42.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
760,208000.0,1,10.0,2,miejskie,plastikowe,6,38.0,apartamentowiec,2019.0,pierwotny,
761,228984.0,1,10.0,2,miejskie,plastikowe,1,40.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
762,197000.0,1,10.0,3,miejskie,plastikowe,,51.0,,1980.0,wtorny,
763,281000.0,1,5.0,2,miejskie,plastikowe,3,47.0,apartamentowiec,2019.0,pierwotny,
764,230000.0,0,4.0,2,miejskie,,4,48.65,blok,,wtorny,do_zamieszkania
765,200000.0,1,4.0,1,miejskie,plastikowe,1,30.3,apartamentowiec,,pierwotny,
766,442000.0,1,4.0,3,miejskie,plastikowe,2,67.0,apartamentowiec,2020.0,pierwotny,do_wykonczenia
767,209000.0,1,4.0,1,miejskie,plastikowe,1,32.77,apartamentowiec,2020.0,pierwotny,do_wykonczenia
768,235000.0,1,10.0,3,miejskie,plastikowe,10,45.0,apartamentowiec,2019.0,pierwotny,
769,304000.0,1,8.0,2,miejskie,,2,41.0,apartamentowiec,,pierwotny,
770,227700.0,1,10.0,2,miejskie,plastikowe,4,42.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
771,228984.0,1,10.0,2,miejskie,plastikowe,1,40.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
772,256361.0,1,10.0,3,miejskie,plastikowe,1,49.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
773,350000.0,1,,3,,,,50.0,,,pierwotny,
774,296505.0,1,10.0,3,miejskie,plastikowe,3,54.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
775,282000.0,1,10.0,3,miejskie,plastikowe,10,53.0,,2019.0,pierwotny,do_wykonczenia
776,160000.0,1,10.0,3,,,7,51.12,,,wtorny,
777,249000.0,1,4.0,2,miejskie,plastikowe,1,43.0,,,wtorny,do_zamieszkania
778,225000.0,1,12.0,3,miejskie,,3,55.0,blok,,wtorny,
779,215580.0,1,10.0,2,miejskie,plastikowe,3,36.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
780,383000.0,1,1.0,3,,plastikowe,1,67.0,,,wtorny,
781,264000.0,1,,2,miejskie,plastikowe,5,40.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
782,338000.0,1,10.0,3,miejskie,plastikowe,10,66.5,blok,1960.0,wtorny,
783,367700.0,1,3.0,3,miejskie,plastikowe,2,51.4,,2016.0,wtorny,
784,135000.0,1,2.0,2,,plastikowe,1,39.5,blok,,wtorny,do_zamieszkania
785,228741.0,1,10.0,2,miejskie,plastikowe,parter,40.13,apartamentowiec,,pierwotny,do_wykonczenia
786,284000.0,1,,2,miejskie,plastikowe,&gt;_10,45.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
787,306000.0,1,,3,miejskie,plastikowe,&gt;_10,48.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
788,689000.0,1,8.0,2,miejskie,plastikowe,8,49.5,apartamentowiec,,wtorny,do_zamieszkania
789,245000.0,1,4.0,2,miejskie,plastikowe,1,46.0,blok,,wtorny,do_zamieszkania
790,360000.0,1,10.0,2,miejskie,plastikowe,4,51.0,apartamentowiec,2008.0,wtorny,
791,640000.0,1,4.0,4,elektryczne,plastikowe,4,156.0,apartamentowiec,2004.0,wtorny,do_wykonczenia
792,445000.0,1,7.0,2,,,5,90.0,,,wtorny,
793,185000.0,1,5.0,1,miejskie,plastikowe,1,25.62,blok,2019.0,pierwotny,do_wykonczenia
794,224000.0,1,10.0,2,miejskie,plastikowe,2,36.75,blok,2019.0,pierwotny,do_wykonczenia
795,420000.0,1,3.0,3,gazowe,,parter,62.0,apartamentowiec,2010.0,wtorny,do_zamieszkania
796,295000.0,1,10.0,3,miejskie,,8,61.07,,,wtorny,
797,255000.0,1,10.0,2,miejskie,plastikowe,3,44.87,blok,2019.0,pierwotny,do_wykonczenia
798,253000.0,1,5.0,2,miejskie,plastikowe,1,37.57,blok,2019.0,pierwotny,do_wykonczenia
799,313082.0,1,8.0,2,miejskie,,2,40.66,apartamentowiec,2019.0,pierwotny,do_wykonczenia
800,398601.0,1,4.0,3,miejskie,,4,71.82,apartamentowiec,2018.0,pierwotny,do_wykonczenia
801,315000.0,1,12.0,3,,,&gt;_10,70.0,,,wtorny,
802,121575.0,0,2.0,1,,plastikowe,2,48.63,kamienica,1880.0,wtorny,do_zamieszkania
803,270592.0,1,,2,miejskie,,parter,42.28,,,pierwotny,do_wykonczenia
804,335000.0,0,14.0,2,,plastikowe,10,46.6,,,wtorny,do_zamieszkania
805,285000.0,1,24.0,3,miejskie,,&gt;_10,60.0,blok,1980.0,wtorny,
806,229000.0,1,10.0,2,miejskie,plastikowe,8,48.65,blok,,wtorny,
807,375000.0,0,14.0,4,miejskie,plastikowe,&gt;_10,72.0,blok,1979.0,wtorny,do_zamieszkania
808,501559.0,1,4.0,3,miejskie,,2,85.01,,,pierwotny,do_wykonczenia
809,220000.0,0,2.0,2,elektryczne,plastikowe,2,51.0,blok,1960.0,wtorny,do_remontu
810,348000.0,1,10.0,4,miejskie,plastikowe,9,72.0,blok,,wtorny,
811,244900.0,1,10.0,2,miejskie,plastikowe,1,40.16,blok,2019.0,pierwotny,do_wykonczenia
812,195000.0,0,14.0,1,miejskie,plastikowe,parter,39.0,blok,1978.0,wtorny,do_zamieszkania
813,279000.0,0,4.0,4,miejskie,plastikowe,4,74.2,blok,1980.0,wtorny,do_remontu
814,400000.0,1,8.0,2,miejskie,plastikowe,4,50.0,apartamentowiec,2008.0,wtorny,do_zamieszkania
815,338000.0,1,10.0,3,miejskie,plastikowe,10,66.0,blok,1970.0,wtorny,do_zamieszkania
816,224000.0,1,10.0,2,miejskie,plastikowe,2,36.75,blok,2019.0,pierwotny,do_wykonczenia
817,299000.0,1,15.0,2,miejskie,plastikowe,10,47.0,blok,1970.0,wtorny,do_zamieszkania
818,315000.0,0,10.0,4,miejskie,plastikowe,9,72.12,blok,1980.0,wtorny,do_zamieszkania
819,242000.0,1,5.0,2,miejskie,plastikowe,1,33.48,blok,2019.0,pierwotny,do_wykonczenia
820,194000.0,1,1.0,3,piece_kaflowe,plastikowe,1,55.0,kamienica,,wtorny,do_remontu
821,150000.0,0,,1,miejskie,plastikowe,&gt;_10,25.5,blok,,wtorny,do_zamieszkania
822,370000.0,1,14.0,3,miejskie,,&gt;_10,59.0,blok,,wtorny,do_zamieszkania
823,195000.0,1,10.0,2,miejskie,plastikowe,1,38.5,blok,,wtorny,do_zamieszkania
824,305220.0,1,4.0,2,miejskie,plastikowe,,50.87,apartamentowiec,,wtorny,do_wykonczenia
825,251433.0,1,4.0,2,miejskie,plastikowe,,39.91,apartamentowiec,,wtorny,do_wykonczenia
826,270000.0,1,10.0,3,miejskie,plastikowe,4,48.38,blok,2019.0,pierwotny,do_wykonczenia
827,330540.0,1,4.0,4,miejskie,plastikowe,,55.09,apartamentowiec,,wtorny,do_wykonczenia
828,287393.0,1,6.0,2,miejskie,,5,36.15,blok,2020.0,pierwotny,
829,309840.0,1,4.0,3,miejskie,plastikowe,,51.64,apartamentowiec,,wtorny,do_wykonczenia
830,329000.0,1,4.0,3,miejskie,plastikowe,1,55.0,blok,1950.0,wtorny,do_zamieszkania
831,305220.0,1,4.0,3,miejskie,,parter,50.87,apartamentowiec,2018.0,pierwotny,do_wykonczenia
832,251433.0,1,4.0,2,miejskie,,parter,39.91,apartamentowiec,2018.0,pierwotny,do_wykonczenia
833,850000.0,1,2.0,3,,,parter,117.0,blok,,wtorny,do_zamieszkania
834,152000.0,0,10.0,1,miejskie,plastikowe,8,32.0,blok,,wtorny,
835,339268.0,1,6.0,3,miejskie,,1,47.45,,,pierwotny,
