,cena,cena_za_od,czynsz,dostepne_od,forma_wlasnosci,liczba_kondygnacji,liczba_pieter,liczba_pokoi,material_budynku,metraz_do,metraz_od,ogrzewanie,okna,pietro,powierzchnia,rodzaj_zabudowy,rok_budowy,rynek,stan_inwestycji,stan_wykonczenia,typ_oferowanych_nieruchomosci,url
497,699000.0,,1000.0,,pelna_wlasnosc,,5,8,inne,,,miejskie,drewniane,3,200.0,kamienica,1920,wtorny,,do_remontu,,https://www.otodom.pl/oferta/3-maja-centrum-jedyny-takie-mieszkanie-ID3YcI8.html#a4cc2c9c80
498,203500.0,,190.0,,pelna_wlasnosc,,4,2,cegla,,,elektryczne,plastikowe,1,34.0,blok,1976,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/mieszkanie-do-wejscia-umeblowane-na-1-pietrze-ID3YcEc.html#a4cc2c9c80
499,540000.0,,,,pelna_wlasnosc,,4,7,inne,,,miejskie,drewniane,1,135.0,,,wtorny,,do_remontu,,https://www.otodom.pl/oferta/7pok-na-placu-andrzeja-idealne-pod-inwestycje-ID3YcI4.html#a4cc2c9c80
500,285000.0,,,,,,4,3,,,,inne,,1,59.0,blok,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/doskonala-lokalizacja-ID3YcPy.html#a4cc2c9c80
501,237421.8,,,,,,16,1,zelbet,,,miejskie,plastikowe,2,34.26,blok,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowe-tysiaclecie-etap-iii-ID3Yde8.html#a4cc2c9c80
502,636300.0,,,,pelna_wlasnosc,,6,4,,,,miejskie,aluminiowe,6,70.7,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/lux-apartamentowiec-centrum-stare-ceny-tylko-u-nas-ID3YcIv.html#a4cc2c9c80
503,560700.0,,500.0,,pelna_wlasnosc,,4,3,inne,,,miejskie,plastikowe,parter,63.0,apartamentowiec,2015,wtorny,,,,https://www.otodom.pl/oferta/mieszkanie-63-m-katowice-ID3YdxV.html#a4cc2c9c80
504,569600.0,,500.0,,pelna_wlasnosc,,4,3,inne,,,miejskie,plastikowe,parter,64.0,apartamentowiec,2015,wtorny,,,,https://www.otodom.pl/oferta/mieszkanie-64-m-katowice-ID3YdxO.html#a4cc2c9c80
505,245000.0,,,,pelna_wlasnosc,,,2,,,,,,10,53.0,,,wtorny,,,,https://www.otodom.pl/oferta/mieszkanie-inwestycyjne-ID3XoEE.html#a4cc2c9c80
506,396000.0,,320.0,,pelna_wlasnosc,,5,2,inne,,,gazowe,plastikowe,1,60.0,apartamentowiec,2008,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/przestronne-mieszkanie-na-bazantowie-ID3VWKg.html#97ad243daf
507,329630.0,,,,pelna_wlasnosc,,2,3,pustak,,,,,1,55.4,blok,,pierwotny,,,,https://www.otodom.pl/oferta/sloneczne-mieszkanie-3-pokoje-55m2-katowice-ID3Rc0U.html#a4cc2c9c80
508,194000.0,,,,pelna_wlasnosc,,3,2,cegla,,,miejskie,,2,52.0,blok,,wtorny,,,,https://www.otodom.pl/oferta/nowa-cena-swiezo-po-generalnym-remoncie-ID3VU5C.html#97ad243daf
509,165000.0,,,,,,3,2,cegla,,,elektryczne,plastikowe,2,35.0,kamienica,1955,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/inwestycja-niski-czynsz-ID3NRK4.html#97ad243daf
510,390000.0,,,,,,3,3,,,,,drewniane,2,61.88,,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/mieszkanie-61-88-m-katowice-ID3VW7i.html#97ad243daf
511,239000.0,,220.0,,,,4,2,,,,,plastikowe,,40.0,blok,,wtorny,,,,https://www.otodom.pl/oferta/przestronne-z-oknami-na-wschod-i-zachod-ID3VU6A.html#97ad243daf
512,378504.0,,,,pelna_wlasnosc,,4,2,cegla,,,miejskie,plastikowe,4,67.59,kamienica,1905,wtorny,,do_wykonczenia,,https://www.otodom.pl/oferta/mieszkania-przy-dworcu-pkp-ID3MJaA.html#97ad243daf
513,175000.0,,320.0,,pelna_wlasnosc,,4,2,,,,elektryczne,plastikowe,2,41.0,kamienica,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/mieszkanie-2-pokoje-41m2-katowice-zawodzie-ID3VUJO.html#97ad243daf
514,385000.0,,,,,,2,3,,,,,plastikowe,2,74.0,apartamentowiec,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/mieszkanie-74-m-katowice-ID3VVBe.html#97ad243daf
515,380000.0,,250.0,,,,4,3,cegla,,,,plastikowe,3,101.0,kamienica,,wtorny,,do_remontu,,https://www.otodom.pl/oferta/3-pokojowe-101-m2-srodmiescie-katowic-ID3VVys.html#97ad243daf
516,319087.55,,,,,,16,3,zelbet,,,miejskie,plastikowe,2,48.31,blok,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowe-tysiaclecie-etap-iii-ID3Ydsk.html#a4cc2c9c80
517,249000.0,,,,spoldzielcze_wlasnosciowe,,13,3,,,,miejskie,plastikowe,&gt;_10,57.0,blok,,wtorny,,do_remontu,,https://www.otodom.pl/oferta/dobra-cena-dobra-inwestycja-ID3VXc8.html#97ad243daf
518,279000.0,,500.0,,spoldzielcze_wl._z_kw,,10,2,beton,,,miejskie,plastikowe,4,44.0,blok,1977,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/m-3-katowice-brynow-ID3VYBe.html#97ad243daf
519,599000.0,,,,,,,5,,,,,plastikowe,parter,127.45,blok,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/bardzo-duze-mieszkanie-blisko-doliny-trzech-stawow-ID3DyYY.html#afd3a62e18
520,387828.0,,,,pelna_wlasnosc,,4,3,,,,miejskie,,3,71.82,apartamentowiec,2018,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/ostatnie-apartamenty-odbierz-klucze-w-maju-ID3XTTO.html#afd3a62e18
521,700000.0,,,,,,3,3,,,,,,parter,90.0,apartamentowiec,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/mieszkanie-90-m-katowice-ID3VXvI.html#97ad243daf
522,145000.0,,,,pelna_wlasnosc,,3,1,beton,,,miejskie,plastikowe,parter,30.1,blok,1980,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/katowice-giszowiec-kawalerka-30-10m2-ID3XUs4.html#afd3a62e18
523,390000.0,,,,,,2,3,cegla,,,,plastikowe,2,61.88,apartamentowiec,,wtorny,,,,https://www.otodom.pl/oferta/przytulne-m-4-osiedle-konwaliowa-dolina-ID3SA8s.html#97ad243daf
524,245000.0,,,,pelna_wlasnosc,,4,3,cegla,,,miejskie,plastikowe,4,46.0,blok,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/katowice-os-ducha-ul-dobra-ID3XUTG.html#afd3a62e18
525,700000.0,,,,pelna_wlasnosc,,,4,,,,,,2,197.0,kamienica,,wtorny,,,,https://www.otodom.pl/oferta/ogromne-mieszkanie-w-scislym-centrum-3-maja-ID3Iwpi.html#afd3a62e18
526,348000.0,,490.0,,pelna_wlasnosc,,3,3,cegla,,,gazowe,plastikowe,3,80.92,blok,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/katowice-koszutka-3-pokoje-niski-blok-ID3XWLi.html#afd3a62e18
527,329000.0,,690.0,,pelna_wlasnosc,,4,3,,,,,plastikowe,1,75.17,apartamentowiec,2002,wtorny,,,,https://www.otodom.pl/oferta/katowice-giszowiec-ul-kolista-3pokoje-ID3XWmY.html#afd3a62e18
528,220000.0,,280.0,,pelna_wlasnosc,,3,2,pustak,,,gazowe,plastikowe,parter,41.0,apartamentowiec,2013,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/atrakcyjna-oferta-ID3XWqv.html#afd3a62e18
529,220000.0,,360.0,,spoldzielcze_wlasnosciowe,,2,3,cegla,,,elektryczne,plastikowe,2,51.0,blok,1960,wtorny,,do_remontu,,https://www.otodom.pl/oferta/do-wlasnej-aranzacji-zamieszkaj-tak-jak-chcesz-ID3QBiE.html#afd3a62e18
530,249000.0,,450.0,,spoldzielcze_wl._z_kw,,10,2,,,,miejskie,plastikowe,9,42.71,,1980,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/dzien-otwarty-21-03-2019-zapraszamy-ID3Wk3O.html#afd3a62e18
531,274637.0,,,,pelna_wlasnosc,,3,2,,,,,,1,45.99,blok,2020,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/katowice-witosa-nowe-osiedle-ID3Y51O.html#3a4d5789d6
532,249000.0,,550.0,,pelna_wlasnosc,,3,2,cegla,,,miejskie,plastikowe,3,47.0,blok,1960,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/mieszkane-w-zielonej-czesci-srodmiescia-inwestycja-ID3XlRS.html#afd3a62e18
533,375000.0,,,,pelna_wlasnosc,,7,2,,,,miejskie,plastikowe,2,45.58,apartamentowiec,,wtorny,,do_wykonczenia,,https://www.otodom.pl/oferta/apartament-2-pokoje-osiedle-paderewskiego-ID3XUYk.html#afd3a62e18
534,280000.0,,,,,,4,2,cegla,,,miejskie,plastikowe,parter,46.0,blok,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/katowice-os-ducha-ul-widok-ID3XUHa.html#afd3a62e18
535,259000.0,,500.0,,spoldzielcze_wlasnosciowe,,4,3,wielka_plyta,,,miejskie,plastikowe,4,53.0,blok,1980,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/katowice-dab-sloneczna-ID3QN60.html#3a4d5789d6
536,200000.0,,,,pelna_wlasnosc,,2,1,,,,,,1,50.27,,,wtorny,,,,https://www.otodom.pl/oferta/piotrowice-ul-fredry-idealne-pod-inwestycje-ID3Y4DV.html#3a4d5789d6
537,365000.0,,650.0,,pelna_wlasnosc,,10,4,,,,miejskie,plastikowe,7,73.6,blok,2000,wtorny,,,,https://www.otodom.pl/oferta/mieszkanie-73-60-m-katowice-ID3Y5wi.html#3a4d5789d6
538,289000.0,,,,,,8,2,,,,,,4,45.0,,,wtorny,,,,https://www.otodom.pl/oferta/katowice-grazynskiego-2-pok-45m2-z-balkonem-ID3Y4DS.html#3a4d5789d6
539,750000.0,,,,pelna_wlasnosc,,2,4,cegla,,,gazowe,plastikowe,1,140.0,dom_wolnostojacy,,wtorny,,,,https://www.otodom.pl/oferta/k-ce-koszutka-pietro-domu-suterena-ogrod-garaz-ID3Y4Qc.html#3a4d5789d6
540,340000.0,,550.0,,pelna_wlasnosc,,18,3,,,,miejskie,plastikowe,&gt;_10,63.0,blok,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/katowice-os-1000-lecia-3-pokoje-63m2-ID3X4B6.html#67a7b321fc
541,515000.0,,,,pelna_wlasnosc,,11,3,,,,miejskie,plastikowe,7,70.0,blok,2010,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/mieszkanie-70-m-katowice-ID3VFo8.html#67a7b321fc
542,599000.0,,800.0,,pelna_wlasnosc,,17,3,inne,,,miejskie,plastikowe,2,81.0,apartamentowiec,2016,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/luksusowy-apartament-na-osiedlu-cztery-wieze-ID3T5MU.html#67a7b321fc
543,229000.0,,,,,,10,2,wielka_plyta,,,miejskie,plastikowe,8,48.65,blok,,wtorny,,,,https://www.otodom.pl/oferta/sprzedam-mieszkanie-katowice-os-witosa-ID3X5IU.html#67a7b321fc
544,295380.0,,,,pelna_wlasnosc,,10,3,,,,miejskie,,1,49.23,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/bazantow-3-pokojowe-w-wysokim-standardzie-ID3Y5kg.html#3a4d5789d6
545,295000.0,,,,,,3,3,cegla,,,,plastikowe,3,68.0,kamienica,1985,wtorny,,,,https://www.otodom.pl/oferta/bogucice-markiefki-68-m-ID3Y51V.html#3a4d5789d6
546,605190.0,,,,pelna_wlasnosc,,,4,,,,,drewniane,parter,103.0,szeregowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/sloneczne-zacisza-apartament-z-tarasem-katowice-ID3Y63q.html#3a4d5789d6
547,287000.0,,,,pelna_wlasnosc,,10,3,beton,,,miejskie,plastikowe,7,63.0,blok,1980,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/katowice-63m2-trzy-pokoje-ID3UbDV.html#67a7b321fc
548,308295.0,,,,pelna_wlasnosc,,8,2,pustak,,,miejskie,plastikowe,4,41.0,apartamentowiec,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/standard-premium-2pok-duza-loggia-0-pcc-bez-prowiz-ID3X0GA.html#67a7b321fc
549,493416.0,,,,pelna_wlasnosc,,6,3,,,,miejskie,aluminiowe,2,56.07,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/tylko-u-nas-nizsza-cena-biuro-sprzedazy-opolska-ID3XdJm.html#0b3ded648d
550,693528.0,,,,pelna_wlasnosc,,6,4,,,,miejskie,aluminiowe,6,78.81,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/uwaga-lux-apartament-w-centrum-biuro-sprzedazy-ID3XdJ6.html#0b3ded648d
551,450000.0,,,,pelna_wlasnosc,,2,3,,,,miejskie,plastikowe,parter,63.0,apartamentowiec,2016,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/mieszkanie-bezczynszowe-63m2-z-tarasem-os-bazantow-ID3dbti.html#67a7b321fc
552,615000.0,,,,,,3,6,,,,,,2,132.0,,1990,wtorny,,,,https://www.otodom.pl/oferta/mieszkanie-132-m-katowice-ID3XdXu.html#0b3ded648d
553,627200.0,,,,pelna_wlasnosc,,6,3,,,,miejskie,aluminiowe,6,64.0,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/zacznij-cieszyc-sie-zyciem-najlepsza-inwestycja-ID3XdJa.html#0b3ded648d
554,636300.0,,,,pelna_wlasnosc,,6,4,,,,miejskie,aluminiowe,6,70.7,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/lux-apartamentowiec-centrum-stare-ceny-tylko-u-nas-ID3XdJu.html#0b3ded648d
555,249000.0,,500.0,,spoldzielcze_wlasnosciowe,,10,3,wielka_plyta,,,miejskie,plastikowe,9,53.52,blok,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/trzy-pokoje-przy-awf-ie-9-pietro-ID3XdXi.html#0b3ded648d
556,394573.0,,,,,,5,2,,,,,plastikowe,2,57.7,apartamentowiec,,pierwotny,,,,https://www.otodom.pl/oferta/mieszkanie-w-nowej-inwestycji-katowice-ID3XeIA.html#0b3ded648d
557,218000.0,,500.0,,spoldzielcze_wlasnosciowe,,4,3,inne,,,miejskie,plastikowe,2,53.7,blok,,wtorny,,do_remontu,,https://www.otodom.pl/oferta/piotrowice-trzy-pokoje-w-niskim-bloku-ID3Xe1O.html#0b3ded648d
558,310734.0,,,,,,5,2,,,,,plastikowe,2,50.94,apartamentowiec,2018,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/mieszkanie-w-nowej-inwestycji-katowice-jozefowiec-ID3XeNS.html#0b3ded648d
559,150000.0,,,,,,12,2,,,,,,6,36.46,blok,,wtorny,,,,https://www.otodom.pl/oferta/mieszkanie-katowice-okolice-ikea-2-pok-w-bloku-ID3XfOk.html#0b3ded648d
560,162500.0,,,,,,,1,,,,,,10,36.0,,,wtorny,,,,https://www.otodom.pl/oferta/mieszkanie-inwestycyjne-ID3XfEM.html#0b3ded648d
561,260389.0,,160.0,,pelna_wlasnosc,,10,3,,,,miejskie,,6,49.13,apartamentowiec,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/sloneczne-nowe-3-pokojowe-mieszkanie-najtaniej-ID3XhXu.html#0b3ded648d
562,378244.0,,,,,,3,3,,,,,,1,63.0,blok,2020,pierwotny,,,,https://www.otodom.pl/oferta/nowosc-w-katowicach-komfortowe-3-pokoje-ma4-ID3XhFq.html#0b3ded648d
563,522675.0,,,,pelna_wlasnosc,,5,4,,,,miejskie,,3,90.9,apartamentowiec,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/luksusowy-apartament-obok-parku-sl-narozny-balkon-ID3XwSI.html#c235ec822e
564,277000.0,,744.0,,,,4,3,,,,miejskie,plastikowe,1,63.0,blok,,wtorny,,,,https://www.otodom.pl/oferta/mieszkanie-63-m-katowice-ID3XwRC.html#c235ec822e
565,274000.0,,500.0,,pelna_wlasnosc,,4,2,cegla,,,miejskie,plastikowe,3,51.0,kamienica,,wtorny,,,,https://www.otodom.pl/oferta/mieszkanie-51-m-katowice-ID3XhOo.html#0b3ded648d
566,271320.0,,,,pelna_wlasnosc,,5,2,,,,miejskie,,parter,45.22,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/optymalny-apartament-z-ogrodkiem-blisko-parku-sl-ID3XwUE.html#c235ec822e
567,219000.0,,470.0,,pelna_wlasnosc,,2,3,cegla,,,miejskie,plastikowe,parter,58.0,kamienica,,wtorny,,,,https://www.otodom.pl/oferta/3-pok-zabytkowy-nikiszowiec-katowice-58-m2-ID3B9yA.html#0b3ded648d
568,281460.0,,,,pelna_wlasnosc,,5,2,,,,miejskie,,parter,46.91,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/komfortowy-apartament-z-ogrodkiem-blisko-parku-sl-ID3XwUs.html#c235ec822e
569,970000.0,,,,pelna_wlasnosc,,5,5,pustak,,,miejskie,plastikowe,4,136.5,apartamentowiec,2019,pierwotny,,,,https://www.otodom.pl/oferta/luksusowy-apartament-nowe-ptasie-park-las-0-pcc-ID3XwrO.html#c235ec822e
570,306280.0,,,,pelna_wlasnosc,,8,2,,,,miejskie,,3,40.3,apartamentowiec,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/ostatnie-luksusowe-apartamenty-w-dolinie-3stawow-ID3XwYU.html#c235ec822e
571,369000.0,,,,,,,2,,,,,,,43.0,,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/mieszkanie-2-pokoje-43m2-francuska-atal-ID3XvgM.html#c235ec822e
572,337940.0,,,,pelna_wlasnosc,,2,3,pustak,,,,,2,55.4,blok,,pierwotny,,,,https://www.otodom.pl/oferta/sloneczne-mieszkanie-3-pok-55m2-ostatnie-ID3Rc1V.html#a4cc2c9c80
573,255000.0,,,,spoldzielcze_wlasnosciowe,,4,3,,,,miejskie,drewniane,4,57.9,blok,,wtorny,,do_remontu,,https://www.otodom.pl/oferta/3-pokoje-blisko-centrum-ID3XZEk.html#a4cc2c9c80
574,264069.0,,,,pelna_wlasnosc,,2,2,pustak,,,,,2,45.14,blok,,pierwotny,,,,https://www.otodom.pl/oferta/nowe-mieszkanie-w-cichej-okolicy-45m2-katowice-ID3Rc1O.html#a4cc2c9c80
575,300880.0,,,,pelna_wlasnosc,,8,2,,,,miejskie,,2,40.6,apartamentowiec,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/luksusowy-apartament-tuz-przy-stawie-premium-ID3XwZ6.html#c235ec822e
576,308210.0,,,,pelna_wlasnosc,,8,2,,,,miejskie,,2,41.65,apartamentowiec,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/oryginalny-uklad-wyjatkowa-lokalizacja-premium-ID3XwZa.html#c235ec822e
577,512996.0,,,,,,16,4,zelbet,,,miejskie,plastikowe,3,78.32,blok,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowe-tysiaclecie-etap-iii-ID3YdYU.html#a4cc2c9c80
578,269900.0,,315.0,,pelna_wlasnosc,,3,5,cegla,,,gazowe,plastikowe,2,68.0,kamienica,1900,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/rezerwacja-mega-inwestycja-pod-studentow-roi13-ID3XVNS.html#afd3a62e18
579,560000.0,,,,pelna_wlasnosc,,5,4,pustak,,,miejskie,plastikowe,3,82.28,apartamentowiec,2020,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowe-ptasie-mieszkania-od-30-do-150m2-park-las-ID3XviY.html#c235ec822e
580,550000.0,,400.0,,,,4,4,cegla,,,,plastikowe,3,112.0,kamienica,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/mieszkanie-112-m2-katowice-ok-katedry-ID3XVJC.html#afd3a62e18
581,295000.0,,,,,,10,3,,,,,plastikowe,8,61.0,blok,,wtorny,,,,https://www.otodom.pl/oferta/mieszkanie-61-m-katowice-ID3YdE8.html#a4cc2c9c80
582,152000.0,,340.0,,spoldzielcze_wlasnosciowe,,10,1,,,,miejskie,plastikowe,8,32.0,blok,,wtorny,,,,https://www.otodom.pl/oferta/mieszkanie-katowice-giszowiec-32m2-ID3XSiU.html#afd3a62e18
583,407792.7,,,,,,16,3,zelbet,,,miejskie,plastikowe,3,61.74,blok,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowe-tysiaclecie-etap-iii-ID3YdWu.html#a4cc2c9c80
584,275000.0,,650.0,,spoldzielcze_wlasnosciowe,,2,2,cegla,,,miejskie,plastikowe,parter,45.9,blok,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/osiedle-ducha-2-pokoje-45-9-m2-bez-posrednikow-ID3XvzG.html#afd3a62e18
585,360103.5,,,,pelna_wlasnosc,,2,3,pustak,,,,,2,55.83,blok,,pierwotny,,,,https://www.otodom.pl/oferta/apartament-z-ogromnym-tarasem-ID3Rc4Y.html#afd3a62e18
586,404602.0,,,,pelna_wlasnosc,,3,3,,,,,,3,66.85,blok,2020,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowosc-w-katowicach-grand-house-ID3XX1S.html#afd3a62e18
587,315000.0,,380.0,,pelna_wlasnosc,,10,4,,,,miejskie,plastikowe,9,72.0,blok,1980,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/mieszkanie-piotrowice-4-pok-72-m2-balkon-piwnica-ID3Ye2g.html#a4cc2c9c80
588,254000.0,,,,,,10,2,wielka_plyta,,,miejskie,plastikowe,2,42.35,blok,,wtorny,,,,https://www.otodom.pl/oferta/mieszkanie-42-35-m-katowice-ID3Y676.html#3a4d5789d6
589,297621.3,,,,,,16,2,zelbet,,,miejskie,plastikowe,3,45.06,blok,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowe-tysiaclecie-etap-iii-ID3Ye3i.html#a4cc2c9c80
590,245000.0,,,,,,10,3,wielka_plyta,,,miejskie,plastikowe,4,61.0,blok,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/katowice-os-zadole-ul-gdanska-ID3Y6dy.html#3a4d5789d6
591,263000.0,,150.0,,pelna_wlasnosc,,3,2,cegla,,,gazowe,plastikowe,suterena,41.0,kamienica,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/koszutka-2-pokoje-41-mkw-idealna-lokalizacja-ID3XQgA.html#afd3a62e18
592,259000.0,,350.0,,spoldzielcze_wl._z_kw,,16,2,wielka_plyta,,,miejskie,plastikowe,&gt;_10,37.6,blok,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/wysoki-standard-k-ce-tysiaclecie-2-pokoje-ID3Y6VQ.html#3a4d5789d6
593,370000.0,,,,,,14,3,,,,miejskie,plastikowe,&gt;_10,59.0,blok,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/mieszkanie-59-m-katowice-ID3Y6jm.html#3a4d5789d6
594,149900.0,,,,spoldzielcze_wl._z_kw,,8,1,,,,miejskie,plastikowe,3,21.3,blok,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/katowice-srodmiescie-kawalerka-do-sprzedazy-ID3Y7Da.html#3a4d5789d6
595,465000.0,,,,pelna_wlasnosc,,4,3,,,,,,3,93.73,,,wtorny,,,,https://www.otodom.pl/oferta/mieszkanie-93-73-m-katowice-ID3Y6IY.html#3a4d5789d6
596,518700.0,,,,pelna_wlasnosc,,5,4,,,,miejskie,,1,91.0,apartamentowiec,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-w-katowicach-welnowiec-ID3Y8nO.html#3a4d5789d6
597,460000.0,,,,pelna_wlasnosc,,10,4,beton,,,miejskie,plastikowe,10,69.0,blok,1980,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/k-ce-os-paderewskiego-ul-sikorskie-69m2-4pokoje-ID3Y6na.html#3a4d5789d6
598,149999.0,,,,,,10,1,wielka_plyta,,,miejskie,plastikowe,8,32.0,blok,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/katowice-giszowiec-ul-wojciecha-ID3Y6ba.html#3a4d5789d6
599,596100.0,,,,pelna_wlasnosc,,,4,,,,,drewniane,1,106.01,szeregowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/sloneczne-zacisza-apartament-z-balkonem-katowice-ID3Y63C.html#3a4d5789d6
600,5665000.0,,,,pelna_wlasnosc,,3,wiecej_niz_10,cegla,,,gazowe,drewniane,,1622.23,kamienica,,pierwotny,,do_remontu,,https://www.otodom.pl/oferta/kamienica-zespol-budynkow-centrum-katowic-ID3GrcY.html#3a4d5789d6
601,327313.0,,,,,,8,2,,,,miejskie,plastikowe,8,40.66,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/ostatnie-apartamenty-w-dolinie-trzech-stawow-ID3Y79e.html#3a4d5789d6
602,269000.0,,550.0,,spoldzielcze_wlasnosciowe,,13,3,wielka_plyta,,,miejskie,,9,60.0,blok,1978,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/okazja-tysiaclecie-gorne-3-pokoje-57m2-ID3X7jO.html#67a7b321fc
603,279000.0,,,,,,8,2,,,,miejskie,plastikowe,6,35.95,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/apartament-z-widokiem-na-stawy-ID3Y7a8.html#3a4d5789d6
604,341427.0,,200.0,,pelna_wlasnosc,,6,3,pustak,,,miejskie,,1,47.58,apartamentowiec,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/srodkowe-mieszkanie-w-znakomitej-lokalizacji-ID3X7Ev.html#67a7b321fc
605,339038.0,,150.0,,pelna_wlasnosc,,6,3,pustak,,,miejskie,,parter,47.58,apartamentowiec,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/luksusowy-apartament-0-prowizji-ID3X7F6.html#67a7b321fc
606,273534.0,,200.0,,pelna_wlasnosc,,6,1,pustak,,,miejskie,,parter,28.02,apartamentowiec,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowe-m1-w-debowych-tarasach-ID3X7EU.html#67a7b321fc
607,330000.0,,520.0,,pelna_wlasnosc,,18,2,wielka_plyta,,,miejskie,plastikowe,&gt;_10,53.0,blok,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/os-1000-2-pokoje-53-mkw-piekny-nowoczesny-ID3WqTV.html#67a7b321fc
608,347000.0,,150.0,,pelna_wlasnosc,,6,3,pustak,,,miejskie,,parter,52.4,apartamentowiec,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/piekne-nowe-mieszkanie-bez-prowizji-ID3X7F2.html#67a7b321fc
609,439000.0,,,,pelna_wlasnosc,,4,4,cegla,,,inne,plastikowe,2,110.0,kamienica,1910,wtorny,,do_remontu,,https://www.otodom.pl/oferta/mieszkanie-110m2-katowice-centrum-ID3VYSv.html#67a7b321fc
610,335000.0,,,,,,3,2,,,,,,2,56.0,kamienica,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/mieszkanie-56-m-katowice-ID3X7OU.html#67a7b321fc
