,cena,cena_za_od,czynsz,dostepne_od,forma_wlasnosci,liczba_kondygnacji,liczba_pieter,liczba_pokoi,material_budynku,metraz_do,metraz_od,ogrzewanie,okna,pietro,powierzchnia,rodzaj_zabudowy,rok_budowy,rynek,stan_inwestycji,stan_wykonczenia,typ_oferowanych_nieruchomosci,url
1129,445000.0,,,,pelna_wlasnosc,,6,3,cegla,,,inne,,3,82.0,blok,1970,wtorny,,do_remontu,,https://www.otodom.pl/oferta/mieszkanie-trzypokojowe-samo-centrum-82-m2-ID3NTWO.html#7be304d5f7
1130,616100.0,,,,pelna_wlasnosc,,1,4,silikat,,,gazowe,plastikowe,1,151.53,szeregowiec,2018,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/apartament-w-katowicach-na-nowym-osiedlu-ID3HxmY.html#57b27291ee
1131,249612.0,,,,,,10,2,,,,miejskie,plastikowe,4,40.26,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-na-bazantowie-ID3NYre.html#7be304d5f7
1132,280554.0,,,,,,10,3,,,,miejskie,plastikowe,4,49.22,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-na-bazantowie-ID3NYra.html#7be304d5f7
1133,426420.0,,,,,,10,4,,,,miejskie,,1,70.0,apartamentowiec,,pierwotny,,,,https://www.otodom.pl/oferta/4pok-przy-parku-slaskim-swietny-uklad-sprawdz-ID3NQWV.html#7be304d5f7
1134,699000.0,,,,pelna_wlasnosc,,2,4,beton,,,inne,plastikowe,1,105.0,apartamentowiec,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/komfortowy-apartament-czteropokojowy-centrum-ID3NTV4.html#7be304d5f7
1135,699000.0,,600.0,,pelna_wlasnosc,,5,8,inne,,,miejskie,drewniane,3,200.0,kamienica,1920,wtorny,,do_remontu,,https://www.otodom.pl/oferta/3-maja-centrum-jedyny-takie-mieszkanie-ID3P92g.html#57b27291ee
1136,275766.0,,,,,,10,3,,,,miejskie,plastikowe,4,48.38,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-na-bazantowie-ID3NY9m.html#7be304d5f7
1137,635290.0,,,,pelna_wlasnosc,,1,4,silikat,,,gazowe,plastikowe,parter,159.13,szeregowiec,2018,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/piekne-nowe-mieszkanie-3-pokojowe-w-katowicach-ID3HxmE.html#57b27291ee
1138,540000.0,,,,pelna_wlasnosc,,4,7,inne,,,miejskie,drewniane,1,135.0,,,wtorny,,do_remontu,,https://www.otodom.pl/oferta/7pok-na-placu-andrzeja-idealne-pod-inwestycje-ID3P92k.html#57b27291ee
1139,250047.0,,,,,,5,2,,,,miejskie,plastikowe,2,34.02,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-przy-parku-slaskim-ID3PqIs.html#57b27291ee
1140,188307.0,,,,,,5,1,,,,miejskie,plastikowe,2,25.62,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-przy-parku-slaskim-ID3PqIo.html#57b27291ee
1141,239540.0,,,,,,10,2,,,,miejskie,plastikowe,4,41.3,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-na-bazantowie-ID3NYrq.html#7be304d5f7
1142,271123.0,,,,,,5,2,,,,miejskie,plastikowe,2,39.58,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-przy-parku-slaskim-ID3PqIY.html#57b27291ee
1143,248992.0,,,,,,10,2,,,,miejskie,plastikowe,4,40.16,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-na-bazantowie-ID3NYiQ.html#7be304d5f7
1144,344202.0,,,,,,5,3,,,,miejskie,plastikowe,2,52.55,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-przy-parku-slaskim-ID3PqIv.html#57b27291ee
1145,280000.0,,,,pelna_wlasnosc,,,4,,,,miejskie,,3,45.1,,,pierwotny,,,,https://www.otodom.pl/oferta/jedyny-taki-apartament-marzen-nowe-tysiaclecie-ID3PkAg.html#57b27291ee
1146,223000.0,,,,pelna_wlasnosc,,,4,,,,miejskie,,3,35.0,,,wtorny,,,,https://www.otodom.pl/oferta/inwestycyjny-pewniak-w-katowicach-biuro-sprzedazy-ID3PkAc.html#57b27291ee
1147,162500.0,,,,,,,1,,,,,,5,65.0,,,wtorny,,,,https://www.otodom.pl/oferta/strych-powstancow-plebiscytowa-kosciuszki-centrum-ID3PgoQ.html#57b27291ee
1148,259782.0,,,,,,10,3,,,,miejskie,plastikowe,4,44.79,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-na-bazantowie-ID3NYri.html#7be304d5f7
1149,1040000.0,,,,pelna_wlasnosc,,,5,,,,miejskie,,&gt;_10,140.0,,,wtorny,,,,https://www.otodom.pl/oferta/krolewski-apartament-z-tarasem-swietny-uklad-ID3PkA4.html#57b27291ee
1150,238700.0,,,,,,10,2,,,,miejskie,plastikowe,4,38.5,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-na-bazantowie-ID3NYsY.html#7be304d5f7
1151,293886.0,,,,,,10,3,,,,miejskie,plastikowe,4,50.67,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-na-bazantowie-ID3NYru.html#7be304d5f7
1152,307933.0,,,,,,4,2,,,,,,parter,50.05,,2019,pierwotny,,,,https://www.otodom.pl/oferta/komfortowe-mieszkanie-z-rynku-pierwotnego-ID3O1yQ.html#7be304d5f7
1153,240064.0,,,,,,10,2,,,,miejskie,plastikowe,4,38.72,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-na-bazantowie-ID3NYuM.html#7be304d5f7
1154,549000.0,,500.0,,pelna_wlasnosc,,7,3,,,,miejskie,plastikowe,4,70.0,apartamentowiec,2017,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/mieszkanie-3-pokoje-70m2-katowice-francuska-park-ID3O1YU.html#7be304d5f7
1155,302702.0,,,,,,10,3,,,,miejskie,plastikowe,4,52.19,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-na-bazantowie-ID3NYry.html#7be304d5f7
1156,244776.0,,,,,,10,2,,,,miejskie,plastikowe,4,39.48,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-na-bazantowie-ID3NYsQ.html#7be304d5f7
1157,279000.0,,470.0,,pelna_wlasnosc,,7,4,wielka_plyta,,,miejskie,plastikowe,6,70.0,blok,1981,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/przestronne-rodzinne-mieszknanie-os-odrodzenia-ID3O232.html#7be304d5f7
1158,272974.0,,,,,,4,2,,,,,plastikowe,2,52.79,apartamentowiec,,pierwotny,,,,https://www.otodom.pl/oferta/20-rabatu-na-wykonczenie-ID3O9oI.html#7be304d5f7
1159,232908.0,,,,,,10,4,,,,miejskie,plastikowe,,44.79,apartamentowiec,,pierwotny,,,,https://www.otodom.pl/oferta/apartamentowiec-rabat-20-na-wykonczenie-m-ID3O9oM.html#7be304d5f7
1160,246738.0,,,,,,10,3,,,,,,1,48.38,,2019,wtorny,,do_wykonczenia,,https://www.otodom.pl/oferta/mieszkanie-48-38-m-katowice-ID3O3di.html#7be304d5f7
1161,279000.0,,470.0,,spoldzielcze_wlasnosciowe,,7,4,,,,miejskie,plastikowe,6,75.0,,1981,wtorny,,,,https://www.otodom.pl/oferta/katowice-ochojec-piotrowice-4-pokoje-ID3O044.html#7be304d5f7
1162,244260.0,,,,,,10,2,,,,miejskie,plastikowe,4,41.4,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-na-bazantowie-ID3NYuQ.html#7be304d5f7
1163,499000.0,,450.0,,pelna_wlasnosc,,4,3,cegla,,,elektryczne,drewniane,3,109.0,kamienica,1892,wtorny,,do_remontu,,https://www.otodom.pl/oferta/piekne-mieszkanie-w-sercu-katowic-dla-wymagajacych-ID3H85y.html#7be304d5f7
1164,720000.0,,,,,,4,5,,,,,,3,150.0,apartamentowiec,,wtorny,,,,https://www.otodom.pl/oferta/apartament-w-samym-centrum-katowic-wita-stwosza-ID3Ocwa.html#7be304d5f7
1165,258500.0,,,,pelna_wlasnosc,,5,2,,,,miejskie,plastikowe,2,46.61,,,pierwotny,,,,https://www.otodom.pl/oferta/park-slaki-2pok-kameralny-budynek-0-prowizji-ID3Odek.html#7be304d5f7
1166,499500.0,,,,pelna_wlasnosc,,5,4,,,,miejskie,plastikowe,3,91.0,apartamentowiec,,pierwotny,,,,https://www.otodom.pl/oferta/4pok-z-naroznym-tarasem-przy-parku-slaskim-okazja-ID3Odeg.html#7be304d5f7
1167,275709.0,,,,,,10,3,,,,miejskie,plastikowe,4,48.37,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-na-bazantowie-ID3NYuU.html#7be304d5f7
1168,680000.0,,,,spoldzielcze_wlasnosciowe,,2,4,,,,miejskie,plastikowe,parter,96.35,apartamentowiec,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/mieszkanie-96-35-m-katowice-ID3ObZu.html#7be304d5f7
1169,396000.0,,,,pelna_wlasnosc,,,3,,,,gazowe,,parter,90.23,kamienica,,wtorny,,,,https://www.otodom.pl/oferta/katowice-srodmiescie-tylko-4400-za-m2-ID3ObKc.html#7be304d5f7
1170,486316.0,,,,,,4,4,,,,,,parter,82.48,,2018,pierwotny,,,,https://www.otodom.pl/oferta/4-pokojowe-z-ogrodkiem-ID3ObTS.html#7be304d5f7
1171,699000.0,,600.0,,pelna_wlasnosc,,5,8,inne,,,miejskie,drewniane,3,200.0,kamienica,1920,wtorny,,do_remontu,,https://www.otodom.pl/oferta/3-maja-centrum-jedyny-takie-mieszkanie-ID3OdeI.html#7be304d5f7
1172,280000.0,,,,pelna_wlasnosc,,,4,,,,miejskie,,3,45.1,,,pierwotny,,,,https://www.otodom.pl/oferta/wyjatkowe-mieszkanie-w-sercu-katowic-tysiaclecie-ID3On1K.html#7be304d5f7
1173,373772.0,,,,pelna_wlasnosc,,4,3,,,,miejskie,plastikowe,parter,71.99,apartamentowiec,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/tanie-mieszkania-na-prestizowym-osiedlu-bazantowo-ID3Oi7y.html#7be304d5f7
1174,540000.0,,,,pelna_wlasnosc,,4,7,inne,,,miejskie,drewniane,1,135.0,,,wtorny,,do_remontu,,https://www.otodom.pl/oferta/7pok-na-placu-andrzeja-idealne-pod-inwestycje-ID3OdeE.html#7be304d5f7
1175,189000.0,,,,,,4,3,,,,,,4,62.0,,,wtorny,,,,https://www.otodom.pl/oferta/aktualne-k-ce-ul-kolista-ID3OqmU.html#7be304d5f7
1176,289000.0,,,,pelna_wlasnosc,,4,2,,,,miejskie,plastikowe,parter,46.16,kamienica,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/mieszkanie-46m2-2-pokoje-katowice-srodmiescie-ID3Or12.html#7be304d5f7
1177,315990.0,,,,pelna_wlasnosc,,4,3,,,,miejskie,plastikowe,2,61.12,apartamentowiec,2018,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/tanie-mieszkania-na-prestizowym-osiedlu-bazantowo-ID3Oi7C.html#7be304d5f7
1178,222360.0,,,,pelna_wlasnosc,,10,1,,,,miejskie,plastikowe,5,34.0,apartamentowiec,,pierwotny,,,,https://www.otodom.pl/oferta/os-tysiaclecia-kawalerka-przy-parku-slaskim-okazja-ID3OdeU.html#7be304d5f7
1179,394200.0,,,,pelna_wlasnosc,,5,3,,,,miejskie,plastikowe,parter,72.0,apartamentowiec,,pierwotny,,,,https://www.otodom.pl/oferta/3pok-z-ogrodem-oraz-tarasempark-slaskibezposrednio-ID3Odeo.html#7be304d5f7
1180,249000.0,,,,spoldzielcze_wlasnosciowe,,,3,,,,miejskie,plastikowe,,57.0,blok,,wtorny,,,,https://www.otodom.pl/oferta/m-3-pok-balkon-piekna-panorama-tysiaclecia-ID3Ogq4.html#7be304d5f7
1181,197620.0,,,,pelna_wlasnosc,,10,2,,,,,,7,35.93,,2018,pierwotny,,,,https://www.otodom.pl/oferta/mieszkanie-dla-ciebie-to-bedzie-dobra-inwestycja-ID3OqY4.html#7be304d5f7
1182,780000.0,,,,,,16,5,,,,miejskie,,&gt;_10,104.0,apartamentowiec,,pierwotny,,,,https://www.otodom.pl/oferta/taras-133m2-na-dachu-5pok-16-pietro-promocja-ID3OdeY.html#7be304d5f7
1183,191000.0,,,,,,5,1,,,,miejskie,,1,30.3,apartamentowiec,2018,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/kawalerka-na-osiedlu-ptasim-w-katowicach-brynowie-ID3PrYE.html#894b9ba9ba
1184,352946.0,,,,pelna_wlasnosc,,2,3,,,,,plastikowe,1,69.4,apartamentowiec,,pierwotny,,,,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-gotowe-do-odbioru-piotrowice-ID3OxmM.html#7be304d5f7
1185,342832.0,,,,,,4,3,,,,,,1,61.22,,2019,wtorny,,do_wykonczenia,,https://www.otodom.pl/oferta/mieszkanie-61-22-m-katowice-ID3OwaA.html#7be304d5f7
1186,420000.0,,310.0,,,,4,2,,,,,drewniane,3,79.51,kamienica,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/przestronne-mieszkanie-w-centrum-katowic-ID3M3wu.html#7be304d5f7
1187,248248.0,,,,,,10,2,,,,miejskie,plastikowe,6,40.04,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-na-bazantowie-ID3Pscs.html#894b9ba9ba
1188,243389.0,,,,pelna_wlasnosc,,3,1,,,,,,1,43.54,,2017,pierwotny,,,,https://www.otodom.pl/oferta/mieszkanie-dla-ciebie-dostepne-od-zaraz-ID3Owt2.html#7be304d5f7
1189,966000.0,,,,,,4,5,,,,miejskie,,3,136.06,apartamentowiec,2018,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/apartament-z-loggia-i-tarasem-na-osiedlu-ptasim-ID3Ps2s.html#894b9ba9ba
1190,280041.0,,,,,,10,3,,,,miejskie,plastikowe,6,49.13,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-na-bazantowie-ID3PscA.html#894b9ba9ba
1191,258912.0,,,,,,10,3,,,,miejskie,plastikowe,6,44.64,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-na-bazantowie-ID3Psco.html#894b9ba9ba
1192,161458.0,,,,,,4,1,,,,miejskie,,3,24.65,,2019,pierwotny,,,,https://www.otodom.pl/oferta/mieszkanie-w-sasiedztwie-parku-slaskiego-ID3Pvak.html#894b9ba9ba
1193,699000.0,,,,pelna_wlasnosc,,2,4,,,,,,1,108.66,,,wtorny,,,,https://www.otodom.pl/oferta/apartament-4-pokoje-105m2-ul-stanislawa-fliegera-ID3Pw7i.html#894b9ba9ba
1194,1150000.0,,,,pelna_wlasnosc,,4,4,,,,,,4,127.0,,,wtorny,,,,https://www.otodom.pl/oferta/mieszkanie-127-m-katowice-ID3PBag.html#894b9ba9ba
1195,521364.0,,,,pelna_wlasnosc,,4,3,pustak,,,miejskie,plastikowe,4,75.56,apartamentowiec,2020,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/oddanie-marzec20-taras-30m-na-ostatnim-pietrze-ID3PCm8.html#894b9ba9ba
1196,467555.0,,,,pelna_wlasnosc,,4,3,pustak,,,miejskie,plastikowe,1,85.01,apartamentowiec,2020,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/oddanie-marzec20-rowniez-inne-metraze-0-prowizji-ID3PClV.html#894b9ba9ba
1197,568491.0,,,,pelna_wlasnosc,,3,3,pustak,,,miejskie,plastikowe,4,82.39,apartamentowiec,2020,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/oddanie-marzec20-taras-30m-na-ostatnim-pietrze-ID3PCmc.html#894b9ba9ba
1198,232140.0,,,,pelna_wlasnosc,,10,2,wielka_plyta,,,miejskie,plastikowe,8,38.69,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowe-mieszkanie-zamkniete-osiedle-ID3PCwK.html#894b9ba9ba
1199,259105.0,,,,pelna_wlasnosc,,10,3,wielka_plyta,,,miejskie,plastikowe,9,47.11,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowe-mieszkanie-zamkniete-osiedle-ID3PCwO.html#894b9ba9ba
1200,255990.0,,,,pelna_wlasnosc,,10,3,wielka_plyta,,,miejskie,plastikowe,10,48.3,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowe-mieszkanie-zamkniete-osiedle-ID3PCqg.html#894b9ba9ba
1201,213150.0,,,,pelna_wlasnosc,,10,2,wielka_plyta,,,miejskie,plastikowe,4,36.75,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowe-mieszkanie-zamkniete-osiedle-ID3PCwG.html#894b9ba9ba
1202,240420.0,,,,pelna_wlasnosc,,10,2,wielka_plyta,,,miejskie,plastikowe,8,40.07,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowe-mieszkanie-zamkniete-osiedle-ID3PCxy.html#894b9ba9ba
1203,322980.0,,,,pelna_wlasnosc,,10,3,wielka_plyta,,,miejskie,plastikowe,7,53.83,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowe-mieszkanie-zamkniete-osiedle-ID3PCBi.html#894b9ba9ba
1204,260442.0,,,,pelna_wlasnosc,,10,3,wielka_plyta,,,miejskie,plastikowe,5,49.14,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowe-mieszkanie-zamkniete-osiedle-ID3PCxC.html#894b9ba9ba
1205,241056.0,,,,pelna_wlasnosc,,10,3,wielka_plyta,,,miejskie,plastikowe,9,44.64,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowe-mieszkanie-zamkniete-osiedle-ID3PCxu.html#894b9ba9ba
1206,215580.0,,,,pelna_wlasnosc,,10,2,wielka_plyta,,,miejskie,plastikowe,3,35.93,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowe-mieszkanie-zamkniete-osiedle-ID3PCwV.html#894b9ba9ba
1207,224576.0,,,,pelna_wlasnosc,,10,2,wielka_plyta,,,miejskie,plastikowe,3,38.72,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowe-mieszkanie-zamkniete-osiedle-ID3PCB6.html#894b9ba9ba
1208,223300.0,,,,pelna_wlasnosc,,10,2,wielka_plyta,,,miejskie,plastikowe,4,38.5,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowe-mieszkanie-zamkniete-osiedle-ID3PCBa.html#894b9ba9ba
1209,227700.0,,,,pelna_wlasnosc,,10,2,wielka_plyta,,,miejskie,plastikowe,3,41.4,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowe-mieszkanie-zamkniete-osiedle-ID3PCxG.html#894b9ba9ba
1210,282582.0,,,,pelna_wlasnosc,,10,3,wielka_plyta,,,miejskie,plastikowe,8,52.33,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowe-mieszkanie-zamkniete-osiedle-ID3PCBq.html#894b9ba9ba
1211,274320.0,,,,pelna_wlasnosc,,10,3,wielka_plyta,,,miejskie,plastikowe,10,50.8,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowe-mieszkanie-zamkniete-osiedle-ID3PCJ6.html#894b9ba9ba
1212,233508.0,,,,pelna_wlasnosc,,10,2,wielka_plyta,,,miejskie,plastikowe,4,40.26,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowe-mieszkanie-zamkniete-osiedle-ID3PCJq.html#894b9ba9ba
1213,241866.0,,,,pelna_wlasnosc,,10,3,wielka_plyta,,,miejskie,plastikowe,2,44.79,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowe-mieszkanie-zamkniete-osiedle-ID3PCJe.html#894b9ba9ba
1214,267462.0,,,,pelna_wlasnosc,,10,3,wielka_plyta,,,miejskie,plastikowe,8,49.53,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowe-mieszkanie-zamkniete-osiedle-ID3PCJy.html#894b9ba9ba
1215,223020.0,,,,pelna_wlasnosc,,10,2,wielka_plyta,,,miejskie,plastikowe,1,41.3,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowe-mieszkanie-zamkniete-osiedle-ID3PCJa.html#894b9ba9ba
1216,256361.0,,,,pelna_wlasnosc,,10,3,wielka_plyta,,,miejskie,plastikowe,1,48.37,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/zupelnie-nowa-inwestycja-znajdz-swoje-idealne-m-ID3PCJG.html#894b9ba9ba
1217,288108.0,,,,pelna_wlasnosc,,8,2,,,,miejskie,plastikowe,parter,38.16,apartamentowiec,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/dolina-3-stawow-idealna-lokalizacja-dla-kazdego-ID3PK8c.html#894b9ba9ba
1218,406416.0,,,,pelna_wlasnosc,,8,3,,,,miejskie,plastikowe,parter,53.83,apartamentowiec,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/dolina-3-stawow-idealna-lokalizacja-dla-kazdego-ID3PK8k.html#894b9ba9ba
1219,319839.0,,,,pelna_wlasnosc,,8,2,,,,miejskie,plastikowe,1,46.02,apartamentowiec,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/dolina-3-stawow-idealna-lokalizacja-dla-kazdego-ID3PKio.html#894b9ba9ba
1220,305473.0,,,,pelna_wlasnosc,,8,2,,,,miejskie,plastikowe,parter,40.46,apartamentowiec,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/dolina-3-stawow-idealna-lokalizacja-dla-kazdego-ID3PKis.html#894b9ba9ba
1221,269004.0,,,,pelna_wlasnosc,,5,2,pustak,,,miejskie,plastikowe,1,46.38,apartamentowiec,2018,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/idealne-pod-inwestycje-prestizowa-lokalizacja-ID3PM6E.html#894b9ba9ba
1222,297244.0,,,,pelna_wlasnosc,,8,2,,,,miejskie,plastikowe,parter,39.37,apartamentowiec,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/dolina-3-stawow-idealna-lokalizacja-dla-kazdego-ID3PKik.html#894b9ba9ba
1223,292194.0,,,,pelna_wlasnosc,,5,2,pustak,,,miejskie,plastikowe,5,46.38,apartamentowiec,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/idealne-pod-inwestycje-prestizowa-lokalizacja-ID3PM6A.html#894b9ba9ba
1224,284105.0,,,,pelna_wlasnosc,,5,2,pustak,,,miejskie,plastikowe,parter,51.19,apartamentowiec,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/idealne-pod-inwestycje-prestizowa-lokalizacja-ID3PM6v.html#894b9ba9ba
1225,407392.0,,,,pelna_wlasnosc,,5,3,pustak,,,miejskie,plastikowe,2,70.24,apartamentowiec,2018,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/idealne-pod-inwestycje-prestizowa-lokalizacja-ID3PM84.html#894b9ba9ba
1226,289408.0,,,,pelna_wlasnosc,,5,2,pustak,,,miejskie,plastikowe,4,45.22,apartamentowiec,2018,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/idealne-pod-inwestycje-prestizowa-lokalizacja-ID3PM7C.html#894b9ba9ba
1227,286151.0,,,,pelna_wlasnosc,,5,2,pustak,,,miejskie,plastikowe,3,46.91,apartamentowiec,2018,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/idealne-pod-inwestycje-prestizowa-lokalizacja-ID3PM7G.html#894b9ba9ba
1228,550000.0,,,,,,4,5,,,,,,1,135.0,kamienica,,wtorny,,,,https://www.otodom.pl/oferta/katowice-srodmiescie-obok-dworca-pkp-ID3PLmQ.html#894b9ba9ba
1229,301600.0,,,,,,10,3,,,,miejskie,plastikowe,6,52.0,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-na-bazantowie-ID3PO1V.html#894b9ba9ba
1230,292784.0,,,,,,10,3,,,,miejskie,plastikowe,6,50.48,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-na-bazantowie-ID3PO1S.html#894b9ba9ba
1231,622160.0,,,,pelna_wlasnosc,,5,5,pustak,,,miejskie,plastikowe,parter,111.1,apartamentowiec,2018,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/idealne-pod-inwestycje-prestizowa-lokalizacja-ID3PM88.html#894b9ba9ba
1232,243788.0,,,,,,10,2,,,,miejskie,plastikowe,6,41.32,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-na-bazantowie-ID3PO5e.html#894b9ba9ba
1233,289224.0,,,,,,5,2,,,,miejskie,plastikowe,3,51.19,apartamentowiec,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/mieszkanie-51-19-m-katowice-ID3PS2g.html#894b9ba9ba
1234,540000.0,,,,pelna_wlasnosc,,4,7,inne,,,miejskie,drewniane,1,135.0,,,wtorny,,do_remontu,,https://www.otodom.pl/oferta/7pok-na-placu-andrzeja-idealne-pod-inwestycje-ID3PRFe.html#894b9ba9ba
1235,699000.0,,600.0,,pelna_wlasnosc,,5,8,inne,,,miejskie,drewniane,3,200.0,kamienica,1920,wtorny,,do_remontu,,https://www.otodom.pl/oferta/3-maja-centrum-jedyny-takie-mieszkanie-ID3PRFm.html#894b9ba9ba
1236,259782.0,,,,,,10,3,,,,miejskie,,1,44.79,apartamentowiec,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/mieszkanie-44-79-m-katowice-ID3PS2k.html#894b9ba9ba
1237,297381.0,,,,pelna_wlasnosc,,8,2,,,,miejskie,plastikowe,6,40.46,apartamentowiec,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowoczesne-osiedle-100m-od-stawu-i-parku-ID3Q03K.html#5222ca69c0
1238,415000.0,,,,pelna_wlasnosc,,8,3,,,,miejskie,plastikowe,8,57.33,apartamentowiec,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/dolina-3-stawow-penthouse-aktualne-ID3PXpO.html#894b9ba9ba
1239,258000.0,,,,,,13,3,wielka_plyta,,,miejskie,,&gt;_10,59.0,blok,1970,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/trzypokojowe-mieszkanie-z-pieknym-widokiem-ID3QbV4.html#5222ca69c0
