,cena,forma_wlasnosci,liczba_pieter,liczba_pokoi,okna,powierzchnia,rodzaj_zabudowy,rok_budowy,rynek,stan_wykonczenia,cena_mkw_PLN
799,270592.0,1,1,2,0,42.28,0,1,1,1,6400.0
800,335000.0,0,3,2,1,46.6,0,3,2,2,7188.841201716738
801,285000.0,1,3,3,0,60.0,2,2,2,0,4750.0
802,229000.0,1,2,2,1,48.65,2,3,2,0,4707.091469681398
803,375000.0,0,3,4,1,72.0,2,3,2,2,5208.333333333333
804,501559.0,1,1,3,0,85.01,0,1,1,1,5900.0
805,220000.0,0,1,2,1,51.0,2,3,2,3,4313.725490196079
806,348000.0,1,2,4,1,72.0,2,3,2,0,4833.333333333333
807,244900.0,1,2,2,1,40.16,2,1,1,1,6098.107569721116
808,195000.0,0,3,1,1,39.0,2,3,2,2,5000.0
809,279000.0,0,1,4,1,74.2,2,2,2,3,3760.10781671159
810,400000.0,1,2,2,1,50.0,1,2,2,2,8000.0
811,338000.0,1,2,3,1,66.0,2,3,2,2,5121.212121212121
812,224000.0,1,2,2,1,36.75,2,1,1,1,6095.238095238095
813,299000.0,1,3,2,1,47.0,2,3,2,2,6361.702127659574
814,315000.0,0,2,4,1,72.12,2,2,2,2,4367.720465890183
815,242000.0,1,1,2,1,33.48,2,1,1,1,7228.195937873358
816,194000.0,1,1,3,1,55.0,3,3,2,3,3527.2727272727275
817,150000.0,0,1,1,1,25.5,2,3,2,2,5882.35294117647
818,370000.0,1,3,3,0,59.0,2,3,2,2,6271.186440677966
819,195000.0,1,2,2,1,38.5,2,3,2,2,5064.935064935065
820,305220.0,1,1,2,1,50.87,1,3,2,1,6000.0
821,251433.0,1,1,2,1,39.91,1,3,2,1,6300.000000000001
822,270000.0,1,2,3,1,48.38,2,1,1,1,5580.818520049607
823,330540.0,1,1,4,1,55.09,1,3,2,1,6000.0
824,287393.0,1,2,2,0,36.15,2,1,1,0,7950.013831258645
825,309840.0,1,1,3,1,51.64,1,3,2,1,6000.0
826,329000.0,1,1,3,1,55.0,2,4,2,2,5981.818181818182
827,305220.0,1,1,3,0,50.87,1,1,1,1,6000.0
828,251433.0,1,1,2,0,39.91,1,1,1,1,6300.000000000001
829,850000.0,1,1,3,0,117.0,2,3,2,2,7264.957264957265
830,152000.0,0,2,1,1,32.0,2,3,2,0,4750.0
831,339268.0,1,2,3,0,47.45,0,1,1,0,7150.0105374077975
832,205000.0,0,1,2,1,38.0,2,3,2,2,5394.736842105263
833,251433.0,1,1,2,1,39.91,1,1,1,0,6300.000000000001
834,269000.0,1,1,2,0,42.0,2,3,2,2,6404.761904761905
835,299900.0,1,2,2,0,63.1,2,2,2,0,4752.7733755942945
836,60000.0,1,1,1,1,32.0,2,3,2,2,1875.0
837,152000.0,1,1,1,0,32.0,0,3,2,0,4750.0
838,285000.0,1,1,2,2,61.0,3,5,2,2,4672.131147540984
839,302702.0,1,2,3,1,52.19,1,1,1,1,5800.0
840,270000.0,1,1,2,1,56.0,2,3,2,2,4821.428571428572
841,679000.0,1,1,5,1,167.0,3,3,2,3,4065.868263473054
842,305220.0,1,1,3,0,50.87,1,1,1,1,6000.0
843,244776.0,1,2,2,1,39.48,1,1,1,1,6200.000000000001
844,348513.0,1,2,4,1,59.07,1,1,1,1,5900.0
845,295000.0,1,2,3,0,61.0,2,3,2,3,4836.065573770492
846,414758.0,1,1,3,0,71.51,1,1,1,1,5800.0
847,556770.0,1,1,3,0,83.1,1,1,1,1,6700.000000000001
848,325280.0,1,2,2,1,40.66,1,1,1,2,8000.000000000001
849,361168.0,1,1,3,0,62.29,2,1,1,1,5798.169850698347
850,283182.0,1,1,2,0,45.83,2,1,1,1,6178.965742963125
851,318370.0,1,2,2,1,40.3,1,1,1,1,7900.000000000001
852,307000.0,1,1,2,0,51.3,2,3,2,0,5984.405458089669
853,270000.0,1,1,5,1,68.0,3,3,2,0,3970.5882352941176
854,230000.0,1,1,2,1,36.0,2,3,2,2,6388.888888888889
855,163631.0,1,1,1,0,26.51,2,1,1,1,6172.425499811392
856,237000.0,1,1,1,1,35.0,1,1,1,1,6771.428571428572
857,162706.0,1,1,1,0,26.36,2,1,1,1,6172.458270106222
858,259000.0,0,2,3,1,53.52,2,3,2,0,4839.312406576981
859,560000.0,1,1,4,0,82.28,1,1,1,1,6806.028196402528
860,312913.0,1,1,2,0,50.05,1,1,1,1,6252.0079920079925
861,283824.0,0,1,3,1,73.0,2,2,2,1,3888.0
862,323962.0,1,1,3,0,51.78,2,1,1,0,6256.508304364619
863,664884.0,1,1,4,0,90.36,1,1,1,1,7358.167330677291
864,556770.0,1,1,3,0,83.01,1,1,1,1,6707.264185037947
865,422418.0,1,1,3,0,61.22,1,1,1,1,6900.0
866,385000.0,1,3,3,1,58.4,2,2,2,0,6592.465753424658
867,234000.0,0,1,2,2,38.6,2,3,2,1,6062.176165803108
868,769000.0,1,1,5,1,132.0,3,5,2,2,5825.757575757576
869,324870.0,1,2,2,1,41.65,1,1,1,1,7800.0
870,605000.0,1,1,4,0,106.0,1,1,1,1,5707.547169811321
871,195000.0,1,1,3,0,54.0,3,3,2,3,3611.1111111111113
872,450000.0,1,2,3,1,61.0,2,2,2,2,7377.049180327869
873,366830.0,1,2,3,1,46.73,1,1,1,1,7849.989300235396
874,352420.0,1,2,3,1,52.6,1,1,1,1,6700.0
875,343584.0,1,2,3,1,47.72,1,1,1,1,7200.0
876,344016.0,1,2,3,1,47.78,1,1,1,1,7200.0
877,333645.0,1,2,2,1,46.02,1,1,1,1,7249.999999999999
878,289224.0,1,1,2,1,51.19,1,1,1,1,5650.0097675327215
879,299151.0,1,1,2,1,46.38,1,1,1,1,6450.0
880,386400.0,1,2,4,1,55.2,1,1,1,1,7000.0
881,346405.0,1,2,3,1,47.78,1,1,1,1,7250.0
882,258463.0,1,1,2,1,39.46,1,1,1,1,6550.0
883,343810.0,1,1,3,1,52.49,1,1,1,1,6550.009525623928
884,300224.0,1,1,2,1,46.91,1,1,1,1,6400.000000000001
885,322629.0,1,1,3,1,52.46,1,1,1,1,6150.0
886,310734.0,1,1,2,1,50.94,1,1,1,1,6100.0
887,421440.0,1,1,3,1,70.24,1,1,1,1,6000.0
888,273642.0,1,1,2,1,46.38,1,1,1,1,5900.0
889,333692.0,1,1,3,1,52.55,1,1,1,1,6349.990485252141
890,239540.0,1,2,2,1,41.3,1,1,1,1,5800.0
891,285381.0,1,1,2,1,51.42,1,1,1,1,5550.0
892,281460.0,1,1,2,1,46.91,1,1,1,1,6000.0
893,292194.0,1,1,2,1,46.38,1,1,1,1,6300.0
894,248992.0,1,2,2,1,40.16,1,1,1,1,6200.000000000001
895,293886.0,1,2,3,1,50.67,1,1,1,1,5800.0
896,335673.0,1,1,3,0,58.89,2,1,1,0,5700.0
897,259782.0,1,2,3,1,44.79,1,1,1,1,5800.0
898,271320.0,1,1,2,1,45.22,1,1,1,1,6000.0
899,370000.0,1,3,3,1,59.0,2,3,2,2,6271.186440677966
900,240064.0,1,2,2,1,38.72,1,1,1,1,6200.0
901,397440.0,0,3,3,1,62.1,2,3,2,2,6400.0
902,599000.0,1,1,2,0,72.0,0,3,2,0,8319.444444444445
903,234000.0,0,1,2,0,38.6,2,3,2,3,6062.176165803108
904,299000.0,0,2,4,0,79.73,0,3,2,0,3750.156779129562
905,280611.0,1,2,3,1,49.23,1,1,1,1,5700.0
906,400000.0,1,1,2,1,47.17,1,2,2,2,8479.966080135679
907,280554.0,1,2,3,1,49.22,1,1,1,1,5700.0
908,370000.0,1,3,3,1,59.0,2,3,2,2,6271.186440677966
909,229952.0,1,2,2,1,35.93,1,1,1,1,6400.0
910,260246.0,1,2,3,1,44.87,1,1,1,1,5800.0
911,395000.0,1,1,2,1,52.39,1,2,2,2,7539.606795189921
912,251433.0,1,1,2,1,39.91,1,3,2,1,6300.000000000001
913,305220.0,1,1,3,1,50.87,1,3,2,1,6000.0
914,309824.0,1,1,3,0,60.16,2,1,1,1,5150.0
915,255000.0,0,1,3,1,57.9,2,3,1,2,4404.145077720207
916,270592.0,1,1,2,0,42.28,1,1,1,1,6400.0
917,365753.0,1,1,3,0,71.02,2,1,1,1,5150.0
918,205000.0,0,1,2,1,48.0,2,3,2,3,4270.833333333333
919,256679.0,1,1,3,0,48.43,2,1,1,1,5300.0
920,320000.0,1,1,4,1,86.0,3,3,2,2,3720.9302325581393
921,295000.0,1,1,3,1,45.39,2,3,2,2,6499.228905045164
922,160000.0,1,2,1,1,21.3,2,3,2,2,7511.737089201878
923,251433.0,1,1,2,0,39.91,1,1,1,1,6300.000000000001
924,220000.0,0,3,2,1,40.0,2,2,2,2,5500.0
925,249000.0,1,3,2,1,51.0,2,3,2,0,4882.35294117647
926,649000.0,1,1,5,2,233.0,3,5,2,0,2785.4077253218884
927,225000.0,0,2,2,1,48.65,2,3,2,2,4624.871531346352
928,419000.0,0,1,3,1,70.1,2,3,2,2,5977.175463623395
929,329000.0,1,1,3,1,62.07,2,3,2,2,5300.467214435315
930,160000.0,1,2,1,0,32.0,2,3,2,2,5000.0
931,124000.0,1,1,1,1,38.8,0,3,2,2,3195.876288659794
932,492379.0,1,1,4,0,77.54,2,1,1,0,6349.999999999999
933,359229.0,1,1,3,0,58.89,2,1,1,0,6100.0
934,208128.0,1,2,2,1,32.52,1,1,1,1,6399.999999999999
935,409000.0,1,1,3,1,94.0,0,2,2,2,4351.063829787234
936,170000.0,1,1,3,0,56.0,3,4,2,0,3035.714285714286
937,345000.0,1,1,3,1,61.2,1,2,2,2,5637.254901960784
938,295000.0,1,1,2,0,46.04,0,1,2,0,6407.471763683753
939,608000.0,1,2,3,0,64.7,1,1,1,1,9397.217928902626
940,169000.0,1,1,1,1,35.35,2,3,2,3,4780.763790664781
941,625000.0,1,2,4,1,76.87,1,2,2,2,8130.610120983478
942,375000.0,1,1,3,1,86.0,3,3,2,1,4360.46511627907
943,750000.0,1,1,2,1,70.0,1,2,2,2,10714.285714285714
944,510000.0,1,2,3,0,55.44,1,1,1,1,9199.1341991342
945,413672.0,1,2,2,0,49.84,1,1,1,1,8300.0
946,264069.0,1,1,2,0,45.14,2,1,1,0,5850.0
947,264069.0,1,1,2,0,45.14,2,1,1,0,5850.0
948,185000.0,1,2,2,1,49.0,2,2,2,3,3775.5102040816328
949,481000.0,1,2,4,0,72.85,2,1,1,0,6602.60809883322
950,428000.0,1,2,3,1,62.53,2,1,1,1,6844.714537022229
951,488000.0,1,2,4,0,72.85,2,1,1,0,6698.695950583391
952,446000.0,1,2,3,0,66.41,2,1,1,0,6715.856045776239
953,426000.0,1,2,3,1,64.44,2,1,1,1,6610.800744878958
954,355000.0,1,2,2,1,55.02,2,1,1,1,6452.199200290803
955,630000.0,1,1,4,1,142.0,3,5,2,2,4436.619718309859
956,180621.0,1,1,1,0,25.62,2,1,1,0,7050.0
957,260000.0,1,1,3,1,59.0,2,3,2,3,4406.779661016949
958,320000.0,1,2,4,1,73.0,2,3,2,2,4383.561643835616
959,442000.0,1,2,3,1,64.44,2,1,1,1,6859.093730602111
960,500000.0,1,2,4,0,72.85,2,1,1,0,6863.417982155113
961,560000.0,1,1,4,0,82.28,0,1,1,0,6806.028196402528
962,365000.0,1,1,3,1,53.0,1,1,1,0,6886.792452830188
963,439000.0,1,2,3,0,66.41,2,1,1,0,6610.450233398585
964,313000.0,1,2,2,1,41.0,1,1,1,1,7634.1463414634145
965,225000.0,1,2,2,1,40.0,1,1,1,0,5625.0
966,285000.0,1,2,3,1,53.0,1,1,1,0,5377.358490566037
967,318000.0,1,2,2,1,41.0,1,1,1,1,7756.09756097561
968,165000.0,1,2,2,0,38.03,0,3,2,0,4338.679989481988
969,249000.0,1,2,2,1,55.0,2,3,2,0,4527.272727272727
970,270000.0,0,3,3,1,56.6,2,3,2,0,4770.318021201413
971,367000.0,1,1,2,0,55.65,0,1,1,0,6594.788858939803
972,234954.0,1,2,2,1,41.22,2,1,1,0,5700.0
973,723633.0,1,2,4,0,77.81,1,1,1,1,9300.0
974,323247.0,1,2,2,0,40.66,2,1,1,0,7950.000000000001
975,359000.0,1,2,3,1,55.0,1,1,1,0,6527.272727272727
976,289223.5,1,1,2,1,51.19,1,3,2,1,5650.0
977,226665.0,1,1,2,1,36.58,1,1,1,1,6196.418808091854
978,209884.0,1,1,1,0,30.64,1,1,1,1,6850.0
979,299000.0,1,3,2,1,47.2,2,3,2,1,6334.745762711864
980,289000.0,1,1,3,1,76.0,2,3,2,2,3802.6315789473683
981,326000.0,1,2,2,1,42.0,1,1,1,1,7761.9047619047615
982,220000.0,0,2,2,1,42.3,2,3,2,3,5200.945626477542
983,257354.0,1,1,2,0,37.57,1,1,1,1,6849.9866915091825
984,246915.0,1,1,2,0,36.58,2,1,1,0,6750.0
985,199000.0,0,1,1,1,30.0,2,2,2,2,6633.333333333333
986,259000.0,0,3,2,1,46.0,2,3,2,3,5630.434782608696
987,287000.0,1,2,3,1,79.73,2,3,2,3,3599.6488147497803
988,304302.0,1,1,3,0,49.48,1,1,1,1,6150.0
989,319000.0,0,2,3,1,63.0,2,3,2,0,5063.492063492064
990,229000.0,1,2,2,1,48.65,2,3,2,0,4707.091469681398
991,328860.0,1,1,3,0,52.2,1,1,1,1,6300.0
992,338800.0,1,1,3,1,72.6,1,2,2,2,4666.666666666667
993,600000.0,1,1,4,1,142.0,2,3,2,2,4225.352112676056
994,115000.0,0,1,1,1,26.32,2,3,2,2,4369.300911854103
995,370000.0,0,3,3,1,59.0,2,3,2,2,6271.186440677966
996,348000.0,0,2,4,1,72.12,2,3,2,0,4825.291181364392
997,320000.0,0,3,3,1,56.7,2,3,2,3,5643.73897707231
998,367000.0,1,1,2,0,55.65,0,1,1,1,6594.788858939803
999,301470.0,1,1,2,1,46.38,1,3,2,1,6500.0
1000,230000.0,1,3,2,1,50.7,2,3,2,0,4536.489151873767
1001,149000.0,0,1,2,1,36.0,2,3,2,2,4138.888888888889
1002,385000.0,1,3,3,1,58.4,2,3,2,2,6592.465753424658
1003,499000.0,1,1,3,1,60.0,1,2,2,2,8316.666666666666
1004,560000.0,1,1,4,0,82.28,0,1,1,0,6806.028196402528
1005,271000.0,1,1,2,0,42.28,1,1,1,0,6409.64995269631
1006,310734.0,1,1,2,1,50.94,1,3,2,1,6100.0
1007,273642.0,1,1,2,1,46.38,1,3,2,1,5900.0
1008,599000.0,0,3,4,0,123.0,2,2,2,0,4869.918699186992
1009,292194.0,1,1,2,1,46.38,1,3,2,1,6300.0
1010,366830.0,1,2,3,1,46.73,1,1,2,1,7849.989300235396
1011,339000.0,1,1,3,1,73.0,2,2,2,3,4643.835616438356
1012,240000.0,0,2,2,1,42.0,2,2,2,3,5714.285714285715
1013,324870.0,1,2,2,1,41.65,1,1,2,1,7800.0
1014,285381.0,1,1,2,1,51.42,1,3,2,1,5550.0
1015,281460.0,1,1,2,1,46.91,1,3,2,1,6000.0
1016,330000.0,1,1,5,0,127.0,0,3,2,3,2598.4251968503936
1017,279529.0,1,1,2,1,40.22,1,1,2,1,6950.0
1018,321620.0,1,1,3,1,49.48,1,1,2,1,6500.0
1019,135000.0,1,1,2,1,39.0,3,3,2,2,3461.5384615384614
1020,262218.0,1,1,2,1,38.28,1,1,2,1,6850.0
1021,209884.0,1,1,1,1,30.64,1,1,2,1,6850.0
1022,313082.0,1,2,2,1,40.66,1,1,2,1,7700.000000000001
1023,188307.0,1,1,1,1,25.62,1,1,2,1,7350.0
1024,250047.0,1,1,2,1,34.02,1,1,2,1,7349.999999999999
1025,333645.0,1,2,2,1,46.02,1,1,2,1,7249.999999999999
1026,250573.0,1,1,2,1,36.58,1,1,2,1,6850.0
1027,266766.5,1,1,2,1,37.31,1,1,2,1,7150.0
1028,327313.0,1,2,2,1,40.66,1,1,2,1,8050.000000000001
1029,318370.0,1,2,2,1,40.3,1,1,2,1,7900.000000000001
1030,392148.5,1,1,4,1,59.87,1,1,2,1,6550.0
1031,310206.0,1,1,3,1,50.44,1,1,2,1,6150.0
1032,214000.0,0,1,2,1,39.0,2,3,2,2,5487.179487179487
1033,336466.5,1,1,4,1,54.71,1,1,2,1,6150.0
1034,239000.0,1,1,2,1,40.0,2,3,2,2,5975.0
1035,530000.0,1,1,4,1,123.0,1,3,2,2,4308.943089430894
1036,325280.0,1,2,2,1,40.66,1,1,2,1,8000.000000000001
1037,299000.0,1,1,3,1,70.0,4,1,1,1,4271.428571428572
1038,246078.0,1,1,2,1,33.48,1,1,2,1,7350.000000000001
1039,185000.0,1,2,2,1,34.0,2,2,2,2,5441.176470588235
1040,650000.0,1,1,3,0,80.0,0,3,2,0,8125.0
1041,316887.0,1,1,3,1,53.12,1,1,1,1,5965.493222891567
1042,198600.0,1,1,1,1,30.9,2,2,2,2,6427.184466019417
1043,299000.0,1,1,3,1,90.0,4,1,1,1,3322.222222222222
1044,149000.0,1,1,1,1,37.58,2,2,2,2,3964.874933475253
1045,195000.0,1,1,1,1,30.3,1,1,1,1,6435.6435643564355
1046,255041.0,1,1,2,0,45.14,2,1,1,0,5650.0
1047,288000.0,1,2,3,1,60.0,2,3,2,3,4800.0
1048,460000.0,1,1,3,2,70.49,1,2,2,2,6525.7483330968935
1049,277500.0,1,1,2,1,51.5,1,1,1,0,5388.349514563107
1050,105000.0,1,1,1,1,26.03,2,2,2,0,4033.807145601229
1051,251444.0,1,1,2,1,34.21,1,1,1,1,7350.014615609471
1052,836000.0,1,3,5,0,104.0,1,1,1,0,8038.461538461538
1053,195000.0,1,1,1,1,30.0,1,1,2,1,6500.0
1054,261290.0,1,1,2,1,49.3,1,1,2,1,5300.0
1055,350000.0,0,1,3,1,64.0,2,2,2,2,5468.75
1056,250000.0,1,1,2,1,60.0,3,3,2,0,4166.666666666667
1057,350910.0,1,1,4,0,55.7,0,1,1,1,6300.0
1058,313260.0,1,1,3,1,52.21,0,1,1,1,6000.0
1059,249354.0,1,1,2,0,39.58,0,1,1,1,6300.0
1060,292905.0,1,1,2,0,50.97,1,3,2,1,5746.615656268394
1061,540000.0,1,1,5,2,135.0,0,3,2,3,4000.0
1062,259000.0,1,1,2,0,74.0,0,3,2,0,3500.0
1063,460000.0,1,1,3,0,75.0,1,3,2,1,6133.333333333333
1064,320901.0,1,1,3,0,54.39,1,1,1,1,5900.0
1065,344202.0,1,1,3,1,52.55,1,1,1,1,6549.990485252141
1066,250047.0,1,1,2,1,34.02,1,1,1,1,7349.999999999999
1067,270301.0,1,1,2,1,39.46,1,1,1,1,6850.0
1068,381545.0,1,1,4,1,55.7,1,1,1,1,6850.0
1069,333121.0,1,1,3,1,52.46,1,1,1,1,6350.0
1070,250573.0,1,1,2,1,36.58,1,1,1,1,6850.0
1071,341976.0,1,1,3,1,52.21,1,1,1,1,6550.009576709443
1072,251444.0,1,1,2,1,34.21,1,1,1,1,7350.014615609471
1073,271123.0,1,1,2,1,39.58,1,1,1,1,6850.0
1074,333057.0,1,1,3,1,52.45,1,1,1,1,6349.990467111535
1075,257354.0,1,1,2,1,37.57,1,1,1,1,6849.9866915091825
1076,275698.0,1,1,2,1,37.51,1,1,1,1,7349.986670221275
1077,392148.0,1,1,4,1,59.87,1,1,1,1,6549.991648571906
1078,348513.0,1,2,4,1,59.07,1,1,1,1,5900.0
1079,343875.0,1,1,3,1,52.5,1,1,1,1,6550.0
1080,275709.0,1,2,3,1,48.37,1,1,1,1,5700.0
1081,244260.0,1,2,2,1,41.4,1,1,1,1,5900.0
1082,240064.0,1,2,2,1,38.72,1,1,1,1,6200.0
1083,318069.0,1,2,3,1,53.91,1,1,1,1,5900.0
1084,280611.0,1,2,3,1,49.23,1,1,1,1,5700.0
1085,293886.0,1,2,3,1,50.67,1,1,1,1,5800.0
1086,280554.0,1,2,3,1,49.22,1,1,1,1,5700.0
1087,302702.0,1,2,3,1,52.19,1,1,1,1,5800.0
1088,650000.0,0,1,4,1,96.3,1,3,2,2,6749.740394600208
1089,383160.0,1,1,3,1,71.82,1,1,1,1,5335.004177109441
1090,187054.0,1,1,1,0,30.17,0,1,1,0,6200.0
1091,417000.0,1,1,3,1,60.0,1,2,2,2,6950.0
1092,1040000.0,1,1,5,0,140.0,0,1,1,0,7428.571428571428
1093,580000.0,1,1,3,1,82.0,1,3,2,1,7073.170731707317
1094,180000.0,0,2,1,1,28.0,2,3,2,2,6428.571428571428
1095,280000.0,1,1,4,0,45.1,0,1,1,0,6208.425720620842
1096,259000.0,1,1,2,0,74.0,0,3,2,0,3500.0
1097,249007.0,1,1,1,0,53.55,0,1,1,0,4649.990662931839
1098,699000.0,1,1,5,2,200.0,3,5,2,3,3495.0
1099,615290.0,1,1,4,1,162.74,3,1,1,1,3780.8160255622465
1100,615290.0,1,1,4,1,151.53,3,1,1,0,4060.5160694251963
1101,222360.0,1,2,1,1,34.0,1,1,1,0,6540.0
1102,520000.0,1,1,4,0,114.48,3,5,2,3,4542.278127183788
1103,223000.0,1,1,4,0,35.0,0,1,1,0,6371.428571428572
1104,540000.0,1,1,5,2,135.0,0,3,2,3,4000.0
1105,659000.0,0,1,4,1,97.0,1,2,2,2,6793.81443298969
1106,700000.0,1,1,3,1,90.0,1,2,2,2,7777.777777777777
1107,313071.0,1,2,4,1,59.07,1,1,1,0,5300.0
1108,219420.0,1,2,2,1,41.4,1,1,1,0,5300.0
1109,543000.0,1,1,4,2,93.71,3,3,2,1,5794.472308184826
1110,282810.0,1,1,2,0,51.42,1,1,1,0,5500.0
1111,615290.0,1,1,3,1,156.13,3,1,1,1,3940.8825978351374
1112,711240.0,1,1,3,2,118.54,3,3,2,2,6000.0
1113,615290.0,1,1,4,1,162.74,3,1,1,1,3780.8160255622465
1114,570000.0,1,1,4,1,164.0,0,1,1,0,3475.609756097561
1115,540000.0,1,1,3,0,80.0,0,3,2,0,6750.0
1116,385000.0,1,1,2,0,55.0,1,2,2,2,7000.0
1117,222360.0,1,2,1,1,34.0,1,1,1,0,6540.0
1118,596000.0,1,1,4,1,151.53,3,1,1,1,3933.2145449745926
1119,280611.0,1,2,3,1,49.23,1,1,1,1,5700.0
1120,227850.0,1,2,2,1,36.75,1,1,1,1,6200.0
1121,445000.0,1,2,3,0,82.0,2,3,2,3,5426.829268292683
1122,616100.0,1,1,4,1,151.53,3,1,1,1,4065.8615455685344
1123,249612.0,1,2,2,1,40.26,1,1,1,1,6200.0
1124,280554.0,1,2,3,1,49.22,1,1,1,1,5700.0
1125,426420.0,1,2,4,0,70.0,1,1,1,0,6091.714285714285
1126,699000.0,1,1,4,1,105.0,1,3,2,2,6657.142857142857
1127,699000.0,1,1,5,2,200.0,3,5,2,3,3495.0
1128,275766.0,1,2,3,1,48.38,1,1,1,1,5700.0
1129,635290.0,1,1,4,1,159.13,3,1,1,1,3992.270470684346
1130,540000.0,1,1,5,2,135.0,0,3,2,3,4000.0
1131,250047.0,1,1,2,1,34.02,1,1,1,1,7349.999999999999
1132,188307.0,1,1,1,1,25.62,1,1,1,1,7350.0
1133,239540.0,1,2,2,1,41.3,1,1,1,1,5800.0
1134,271123.0,1,1,2,1,39.58,1,1,1,1,6850.0
1135,248992.0,1,2,2,1,40.16,1,1,1,1,6200.000000000001
1136,344202.0,1,1,3,1,52.55,1,1,1,1,6549.990485252141
1137,280000.0,1,1,4,0,45.1,0,1,1,0,6208.425720620842
1138,223000.0,1,1,4,0,35.0,0,3,2,0,6371.428571428572
1139,162500.0,1,1,1,0,65.0,0,3,2,0,2500.0
1140,259782.0,1,2,3,1,44.79,1,1,1,1,5800.0
1141,1040000.0,1,1,5,0,140.0,0,3,2,0,7428.571428571428
1142,238700.0,1,2,2,1,38.5,1,1,1,1,6200.0
1143,293886.0,1,2,3,1,50.67,1,1,1,1,5800.0
1144,307933.0,1,1,2,0,50.05,0,1,1,0,6152.507492507493
1145,240064.0,1,2,2,1,38.72,1,1,1,1,6200.0
1146,549000.0,1,2,3,1,70.0,1,2,2,2,7842.857142857143
1147,302702.0,1,2,3,1,52.19,1,1,1,1,5800.0
1148,244776.0,1,2,2,1,39.48,1,1,1,1,6200.000000000001
1149,279000.0,1,2,4,1,70.0,2,2,2,2,3985.714285714286
1150,272974.0,1,1,2,1,52.79,1,1,1,0,5170.941466186778
1151,232908.0,1,2,4,1,44.79,1,1,1,0,5200.0
1152,246738.0,1,2,3,0,48.38,0,1,2,1,5100.0
1153,279000.0,0,2,4,1,75.0,0,2,2,0,3720.0
1154,244260.0,1,2,2,1,41.4,1,1,1,1,5900.0
1155,499000.0,1,1,3,2,109.0,3,5,2,3,4577.981651376147
1156,720000.0,1,1,5,0,150.0,1,3,2,0,4800.0
1157,258500.0,1,1,2,1,46.61,0,1,1,0,5546.020167346063
1158,499500.0,1,1,4,1,91.0,1,1,1,0,5489.010989010989
1159,275709.0,1,2,3,1,48.37,1,1,1,1,5700.0
1160,680000.0,0,1,4,1,96.35,1,3,2,2,7057.602490918526
1161,396000.0,1,1,3,0,90.23,3,3,2,0,4388.7842181092765
1162,486316.0,1,1,4,0,82.48,0,1,1,0,5896.168768186227
1163,699000.0,1,1,5,2,200.0,3,5,2,3,3495.0
1164,280000.0,1,1,4,0,45.1,0,1,1,0,6208.425720620842
1165,373772.0,1,1,3,1,71.99,1,1,1,1,5191.998888734547
1166,540000.0,1,1,5,2,135.0,0,3,2,3,4000.0
1167,189000.0,1,1,3,0,62.0,0,3,2,0,3048.3870967741937
1168,289000.0,1,1,2,1,46.16,3,3,2,2,6260.831889081456
1169,315990.0,1,1,3,1,61.12,1,1,1,1,5169.9934554973825
1170,222360.0,1,2,1,1,34.0,1,1,1,0,6540.0
1171,394200.0,1,1,3,1,72.0,1,1,1,0,5475.0
1172,249000.0,0,1,3,1,57.0,2,3,2,0,4368.421052631579
1173,197620.0,1,2,2,0,35.93,0,1,1,0,5500.13915947676
1174,780000.0,1,3,5,0,104.0,1,1,1,0,7500.0
1175,191000.0,1,1,1,0,30.3,1,1,1,1,6303.630363036304
1176,352946.0,1,1,3,1,69.4,1,1,1,0,5085.677233429395
1177,342832.0,1,1,3,0,61.22,0,1,2,1,5600.0
1178,420000.0,1,1,2,2,79.51,3,3,2,2,5282.354420827569
1179,248248.0,1,2,2,1,40.04,1,1,1,1,6200.0
1180,243389.0,1,1,1,0,43.54,0,2,1,0,5590.009186954525
1181,966000.0,1,1,5,0,136.06,1,1,1,1,7099.808907834778
1182,280041.0,1,2,3,1,49.13,1,1,1,1,5700.0
1183,258912.0,1,2,3,1,44.64,1,1,1,1,5800.0
1184,161458.0,1,1,1,0,24.65,0,1,1,0,6550.020283975659
1185,699000.0,1,1,4,0,108.66,0,3,2,0,6432.909994478189
1186,1150000.0,1,1,4,0,127.0,0,3,2,0,9055.11811023622
1187,521364.0,1,1,3,1,75.56,1,1,1,1,6900.0
1188,467555.0,1,1,3,1,85.01,1,1,1,1,5500.0
1189,568491.0,1,1,3,1,82.39,1,1,1,1,6900.0
1190,232140.0,1,2,2,1,38.69,2,1,1,1,6000.0
1191,259105.0,1,2,3,1,47.11,2,1,1,1,5500.0
1192,255990.0,1,2,3,1,48.3,2,1,1,1,5300.0
1193,213150.0,1,2,2,1,36.75,2,1,1,1,5800.0
1194,240420.0,1,2,2,1,40.07,2,1,1,1,6000.0
1195,322980.0,1,2,3,1,53.83,2,1,1,1,6000.0
1196,260442.0,1,2,3,1,49.14,2,1,1,1,5300.0
1197,241056.0,1,2,3,1,44.64,2,1,1,1,5400.0
1198,215580.0,1,2,2,1,35.93,2,1,1,1,6000.0
1199,224576.0,1,2,2,1,38.72,2,1,1,1,5800.0
1200,223300.0,1,2,2,1,38.5,2,1,1,1,5800.0
1201,227700.0,1,2,2,1,41.4,2,1,1,1,5500.0
1202,282582.0,1,2,3,1,52.33,2,1,1,1,5400.0
1203,274320.0,1,2,3,1,50.8,2,1,1,1,5400.0
