,cena,forma_wlasnosci,liczba_pieter,liczba_pokoi,okna,powierzchnia,rodzaj_zabudowy,rok_budowy,rynek,stan_wykonczenia,cena_mkw_PLN
394,545000.0,1,1,3,1,78.0,1,2,2,2,6987.179487179487
395,354252.0,1,1,3,0,61.63,2,1,1,0,5748.044783384715
396,615290.0,1,1,4,0,103.0,1,1,1,1,5973.689320388349
397,392148.0,1,1,4,0,59.9,2,1,1,1,6546.711185308848
398,273443.0,1,2,1,0,28.19,1,1,1,1,9700.0
399,145000.0,1,2,2,2,38.0,2,3,2,3,3815.7894736842104
400,226100.0,1,1,2,0,43.16,1,1,1,1,5238.646895273402
401,311049.0,1,2,2,1,41.0,1,1,1,1,7586.5609756097565
402,200692.0,1,1,1,1,31.0,1,1,1,1,6473.935483870968
403,222778.0,1,2,2,1,39.0,1,1,1,1,5712.25641025641
404,250000.0,1,3,2,1,38.0,2,3,2,2,6578.9473684210525
405,560000.0,1,1,4,0,82.28,1,1,1,1,6806.028196402528
406,239000.0,1,1,2,1,40.0,2,2,2,0,5975.0
407,349000.0,1,1,3,1,63.0,2,3,2,2,5539.68253968254
408,164651.25,1,1,2,0,40.08,0,2,2,0,4108.065119760479
409,364635.0,1,1,4,0,55.5,2,1,1,1,6570.0
410,274637.0,0,1,2,0,45.99,2,1,1,1,5971.667753859534
411,253490.0,1,1,2,0,41.34,2,1,1,1,6131.833575229801
412,210000.0,1,2,2,0,52.11,2,3,2,0,4029.9366724237193
413,324738.0,1,1,3,0,51.79,2,1,1,1,6270.283838578876
414,282374.0,1,1,2,1,47.86,1,1,1,1,5900.0
415,511376.0,1,1,4,0,82.48,1,1,1,1,6200.0
416,243000.0,0,1,2,0,42.0,0,3,2,0,5785.714285714285
417,664884.0,1,1,4,0,96.36,1,1,1,1,6900.0
418,299000.0,1,3,2,2,47.0,2,3,2,0,6361.702127659574
419,320000.0,1,1,4,0,54.51,2,1,1,1,5870.482480278848
420,196000.0,1,2,3,1,49.0,2,2,2,2,4000.0
421,400000.0,1,2,2,1,50.0,1,2,2,2,8000.0
422,338000.0,1,2,3,1,67.0,2,3,2,0,5044.776119402985
423,299000.0,1,3,2,1,47.2,2,3,2,0,6334.745762711864
424,299000.0,1,2,3,1,49.26,2,3,2,2,6069.8335363378
425,295000.0,1,2,3,0,36.0,1,1,1,1,8194.444444444445
426,341627.0,1,1,3,1,47.78,1,1,1,1,7150.0
427,242320.0,1,1,2,0,40.81,2,1,1,1,5937.760352854692
428,229000.0,0,1,3,1,46.73,2,3,2,3,4900.492189171839
429,155000.0,1,1,2,0,70.0,0,3,2,0,2214.285714285714
430,545000.0,1,1,3,1,77.5,1,2,2,2,7032.258064516129
431,295112.0,1,2,2,1,36.21,1,1,1,1,8150.013808340237
432,324236.0,1,1,3,0,55.79,2,1,1,0,5811.72253091952
433,315000.0,0,2,4,1,72.12,2,2,2,2,4367.720465890183
434,397122.0,1,1,4,0,65.64,2,1,1,0,6050.0
435,235000.0,1,3,2,1,37.17,2,3,2,3,6322.302932472424
436,299900.0,0,1,3,0,60.39,2,3,2,0,4966.053982447425
437,170000.0,1,2,2,1,37.0,2,2,2,0,4594.594594594595
438,820000.0,1,2,2,0,78.7,1,2,2,2,10419.313850063532
439,348000.0,0,2,4,1,72.12,0,3,2,2,4825.291181364392
440,159330.0,1,1,1,0,25.81,2,1,1,1,6173.188686555599
441,248000.0,0,2,2,0,50.0,2,3,2,0,4960.0
442,372231.0,1,1,3,0,63.35,2,1,1,0,5875.785319652723
443,270000.0,1,3,2,1,37.6,2,3,2,2,7180.851063829787
444,383480.0,1,1,3,0,63.35,2,1,1,1,6053.3543804262035
445,326000.0,1,1,3,0,61.0,2,1,1,1,5344.262295081967
446,289175.0,1,1,2,0,47.43,2,1,1,1,6096.879612059878
447,198000.0,0,3,1,1,37.0,2,2,2,2,5351.351351351352
448,301333.0,1,1,2,0,46.4,2,1,1,1,6494.245689655173
449,206000.0,1,1,1,1,30.6,2,1,1,1,6732.026143790849
450,317000.0,1,1,3,1,52.5,2,1,1,1,6038.0952380952385
451,275000.0,1,1,2,1,49.0,2,3,2,2,5612.244897959184
452,414000.0,1,1,2,0,60.0,0,3,2,0,6900.0
453,352800.0,1,2,2,0,46.7,1,1,1,1,7554.603854389721
454,395600.0,1,2,3,0,53.8,1,1,1,1,7353.159851301116
455,310000.0,1,3,2,0,39.0,0,3,2,0,7948.717948717948
456,265000.0,1,1,2,1,41.48,1,1,1,0,6388.621022179364
457,87000.0,0,1,3,1,63.0,3,2,2,2,1380.952380952381
458,189000.0,1,2,1,1,37.23,1,1,1,1,5076.551168412571
459,295110.0,1,2,2,0,36.2,1,1,1,1,8152.20994475138
460,319800.0,1,2,2,0,46.0,1,1,1,1,6952.173913043478
461,732000.0,1,1,4,2,122.0,3,5,2,0,6000.0
462,169000.0,0,1,2,1,38.0,2,3,2,2,4447.368421052632
463,538005.0,1,1,4,0,82.77,1,3,2,1,6500.0
464,664884.0,1,1,4,1,96.36,1,3,2,1,6900.0
465,411905.0,1,1,3,0,63.37,1,1,1,1,6500.0
466,182465.0,1,1,1,0,29.53,2,1,1,1,6178.970538435489
467,219000.0,0,3,1,1,39.0,2,3,2,2,5615.384615384615
468,327321.0,1,1,3,0,55.79,2,1,1,1,5867.0191790643485
469,159800.0,1,1,1,1,34.75,2,3,2,2,4598.561151079137
470,236691.0,1,1,2,1,38.0,1,1,1,1,6228.710526315789
471,266750.0,1,1,3,1,55.0,1,1,1,1,4850.0
472,222588.0,1,2,2,1,42.0,1,1,1,1,5299.714285714285
473,414758.0,1,1,3,0,71.51,1,1,1,1,5800.0
474,430000.0,0,1,4,0,73.0,2,3,2,0,5890.41095890411
475,282000.0,1,1,2,1,47.0,1,1,1,1,6000.0
476,256361.0,1,2,3,1,49.0,1,1,1,1,5231.857142857143
477,320000.0,1,1,2,1,55.5,1,1,1,0,5765.7657657657655
478,499000.0,1,1,4,1,110.0,3,5,2,0,4536.363636363636
479,213150.0,1,2,2,1,38.0,1,1,1,1,5609.210526315789
480,246425.0,1,1,2,0,39.26,2,1,1,1,6276.744778400408
481,265000.0,1,1,2,1,51.0,2,3,2,2,5196.078431372549
482,245000.0,1,1,2,1,41.0,3,3,2,2,5975.609756097561
483,799020.0,1,1,4,0,115.8,1,1,1,1,6900.0
484,490000.0,1,1,4,1,82.0,2,2,2,0,5975.609756097561
485,367700.0,1,1,3,1,51.4,1,2,2,2,7153.696498054475
486,699000.0,1,1,5,2,200.0,3,5,2,3,3495.0
487,627004.0,1,2,3,0,63.98,1,1,1,1,9800.0
488,540000.0,1,1,5,2,135.0,0,3,2,3,4000.0
489,380000.0,1,1,4,0,104.0,0,3,2,0,3653.846153846154
490,392417.0,1,2,4,0,55.27,1,1,1,1,7100.0
491,627200.0,1,2,3,2,64.0,1,1,1,1,9800.0
492,693528.0,1,2,4,2,78.81,1,1,1,1,8800.0
493,493416.0,1,2,3,2,56.07,1,1,1,1,8800.0
494,699000.0,1,1,5,2,200.0,3,5,2,3,3495.0
495,203500.0,1,1,2,1,34.0,2,3,2,2,5985.294117647059
496,540000.0,1,1,5,2,135.0,0,3,2,3,4000.0
497,285000.0,1,1,3,0,59.0,2,3,2,2,4830.5084745762715
498,237421.8,1,3,1,1,34.26,2,1,1,1,6930.0
499,636300.0,1,2,4,2,70.7,1,1,1,1,9000.0
500,560700.0,1,1,3,1,63.0,1,2,2,0,8900.0
501,569600.0,1,1,3,1,64.0,1,2,2,0,8900.0
502,245000.0,1,1,2,0,53.0,0,3,2,0,4622.641509433963
503,396000.0,1,1,2,1,60.0,1,2,2,2,6600.0
504,329630.0,1,1,3,0,55.4,2,1,1,0,5950.0
505,194000.0,1,1,2,0,52.0,2,3,2,0,3730.769230769231
506,165000.0,1,1,2,1,35.0,3,4,2,2,4714.285714285715
507,390000.0,1,1,3,2,61.88,0,3,2,2,6302.5210084033615
508,239000.0,1,1,2,1,40.0,2,3,2,0,5975.0
509,378504.0,1,1,2,1,67.59,3,5,2,1,5600.0
510,175000.0,1,1,2,1,41.0,3,3,2,2,4268.292682926829
511,385000.0,1,1,3,1,74.0,1,3,2,2,5202.7027027027025
512,380000.0,1,1,3,1,101.0,3,3,2,3,3762.3762376237623
513,319087.55,1,3,3,1,48.31,2,1,1,1,6604.999999999999
514,249000.0,0,3,3,1,57.0,2,3,2,3,4368.421052631579
515,279000.0,0,2,2,1,44.0,2,3,2,2,6340.909090909091
516,599000.0,1,1,5,1,127.45,2,3,2,2,4699.882306786975
517,387828.0,1,1,3,0,71.82,1,1,1,1,5400.000000000001
518,700000.0,1,1,3,0,90.0,1,3,2,2,7777.777777777777
519,145000.0,1,1,1,1,30.1,2,2,2,2,4817.275747508305
520,390000.0,1,1,3,1,61.88,1,3,2,0,6302.5210084033615
521,245000.0,1,1,3,1,46.0,2,3,2,2,5326.086956521739
522,700000.0,1,1,4,0,197.0,3,3,2,0,3553.299492385787
523,348000.0,1,1,3,1,80.92,2,3,2,2,4300.543746910529
524,329000.0,1,1,3,1,75.17,1,2,2,0,4376.74604230411
525,220000.0,1,1,2,1,41.0,1,2,2,2,5365.8536585365855
526,220000.0,0,1,3,1,51.0,2,3,2,3,4313.725490196079
527,249000.0,0,2,2,1,42.71,0,2,2,2,5830.016389604308
528,274637.0,1,1,2,0,45.99,2,1,1,1,5971.667753859534
529,249000.0,1,1,2,1,47.0,2,3,2,2,5297.872340425532
530,375000.0,1,2,2,1,45.58,1,3,2,1,8227.292672224661
531,280000.0,1,1,2,1,46.0,2,3,2,2,6086.95652173913
532,259000.0,0,1,3,1,53.0,2,2,2,2,4886.792452830188
533,200000.0,1,1,1,0,50.27,0,3,2,0,3978.5160135269543
534,365000.0,1,2,4,1,73.6,2,2,2,0,4959.239130434783
535,289000.0,1,2,2,0,45.0,0,3,2,0,6422.222222222223
536,750000.0,1,1,4,1,140.0,4,3,2,0,5357.142857142857
537,340000.0,1,3,3,1,63.0,2,3,2,2,5396.825396825397
538,515000.0,1,3,3,1,70.0,2,2,2,2,7357.142857142857
539,599000.0,1,3,3,1,81.0,1,2,2,2,7395.061728395061
540,229000.0,1,2,2,1,48.65,2,3,2,0,4707.091469681398
541,295380.0,1,2,3,0,49.23,1,1,1,1,6000.0
542,295000.0,1,1,3,1,68.0,3,2,2,0,4338.235294117647
543,605190.0,1,1,4,2,103.0,3,1,1,1,5875.631067961165
544,287000.0,1,2,3,1,63.0,2,2,2,2,4555.555555555556
545,308295.0,1,2,2,1,41.0,1,1,1,1,7519.390243902439
546,493416.0,1,2,3,2,56.07,1,1,1,1,8800.0
547,693528.0,1,2,4,2,78.81,1,1,1,1,8800.0
548,450000.0,1,1,3,1,63.0,1,2,2,2,7142.857142857143
549,615000.0,1,1,5,0,132.0,0,2,2,0,4659.090909090909
550,627200.0,1,2,3,2,64.0,1,1,1,1,9800.0
551,636300.0,1,2,4,2,70.7,1,1,1,1,9000.0
552,249000.0,0,2,3,1,53.52,2,3,2,2,4652.466367713004
553,394573.0,1,1,2,1,57.7,1,1,1,0,6838.3535528596185
554,218000.0,0,1,3,1,53.7,2,3,2,3,4059.5903165735567
555,310734.0,1,1,2,1,50.94,1,1,1,1,6100.0
556,150000.0,1,3,2,0,36.46,2,3,2,0,4114.097641250685
557,162500.0,1,1,1,0,36.0,0,3,2,0,4513.888888888889
558,260389.0,1,2,3,0,49.13,1,1,1,1,5300.0
559,378244.0,1,1,3,0,63.0,2,1,1,0,6003.873015873016
560,522675.0,1,1,4,0,90.9,1,1,1,1,5750.0
561,277000.0,1,1,3,1,63.0,2,3,2,0,4396.825396825397
562,274000.0,1,1,2,1,51.0,3,3,2,0,5372.549019607844
563,271320.0,1,1,2,0,45.22,2,1,1,1,6000.0
564,219000.0,1,1,3,1,58.0,3,3,2,0,3775.862068965517
565,281460.0,1,1,2,0,46.91,2,1,1,1,6000.0
566,970000.0,1,1,5,1,136.5,1,1,1,0,7106.227106227107
567,306280.0,1,2,2,0,40.3,1,1,1,1,7600.000000000001
568,369000.0,1,1,2,0,43.0,0,1,1,1,8581.39534883721
569,337940.0,1,1,3,0,55.4,2,1,1,0,6100.0
570,255000.0,0,1,3,2,57.9,2,3,2,3,4404.145077720207
571,264069.0,1,1,2,0,45.14,2,1,1,0,5850.0
572,300880.0,1,2,2,0,40.6,1,1,1,1,7410.837438423645
573,308210.0,1,2,2,0,41.65,1,1,1,1,7400.0
574,512996.0,1,3,4,1,78.32,2,1,1,1,6550.000000000001
575,269900.0,1,1,5,1,68.0,3,5,2,2,3969.1176470588234
576,560000.0,1,1,4,1,82.28,1,1,1,1,6806.028196402528
577,550000.0,1,1,4,1,112.0,3,3,2,2,4910.714285714285
578,295000.0,1,2,3,1,61.0,2,3,2,0,4836.065573770492
579,152000.0,0,2,1,1,32.0,2,3,2,0,4750.0
580,407792.7,1,3,3,1,61.74,2,1,1,1,6605.0
581,275000.0,0,1,2,1,45.9,2,3,2,2,5991.285403050109
582,360103.5,1,1,3,0,55.83,2,1,1,0,6450.0
583,404602.0,1,1,3,0,66.85,2,1,1,1,6052.385938668662
584,315000.0,1,2,4,1,72.0,2,2,2,2,4375.0
585,254000.0,1,2,2,1,42.35,2,3,2,0,5997.638724911452
586,297621.3,1,3,2,1,45.06,2,1,1,1,6604.999999999999
587,245000.0,1,2,3,1,61.0,2,3,2,2,4016.3934426229507
589,259000.0,0,3,2,1,37.6,2,3,2,2,6888.297872340425
590,370000.0,1,3,3,1,59.0,2,3,2,2,6271.186440677966
591,149900.0,0,2,1,1,21.3,2,3,2,2,7037.558685446009
592,465000.0,1,1,3,0,93.73,0,3,2,0,4961.058359116611
593,518700.0,1,1,4,0,91.0,1,1,1,1,5700.0
594,460000.0,1,2,4,1,69.0,2,2,2,2,6666.666666666667
595,149999.0,1,2,1,1,32.0,2,3,2,2,4687.46875
596,596100.0,1,1,4,2,106.01,3,1,1,1,5623.054428827469
597,327313.0,1,2,2,1,40.66,1,1,1,1,8050.000000000001
598,269000.0,0,3,3,0,60.0,2,3,2,2,4483.333333333333
599,279000.0,1,2,2,1,35.95,1,1,1,1,7760.77885952712
600,341427.0,1,2,3,0,47.58,1,1,1,1,7175.851197982346
601,339038.0,1,2,3,0,47.58,1,1,1,1,7125.641025641026
602,273534.0,1,2,1,0,28.02,1,1,1,1,9762.098501070664
603,330000.0,1,3,2,1,53.0,2,3,2,2,6226.415094339623
604,347000.0,1,2,3,0,52.4,1,1,1,1,6622.137404580153
605,439000.0,1,1,4,1,110.0,3,5,2,3,3990.909090909091
606,335000.0,1,1,2,0,56.0,3,3,2,2,5982.142857142857
607,182000.0,1,1,3,0,45.94,0,3,2,0,3961.689159773618
608,118000.0,1,1,1,0,30.73,0,3,2,0,3839.895867230719
609,264069.0,1,1,2,0,45.14,2,1,1,0,5850.0
610,145000.0,1,2,2,2,38.0,2,2,2,0,3815.7894736842104
611,279000.0,1,1,4,0,56.0,2,3,2,2,4982.142857142857
612,289224.0,1,1,2,0,51.19,2,1,1,1,5650.0097675327215
613,290523.0,1,1,2,0,51.42,2,1,1,1,5650.0
614,290000.0,1,1,3,1,55.0,2,3,2,0,5272.727272727273
615,310734.0,1,1,2,0,50.94,2,1,1,1,6100.0
616,337994.0,1,1,3,0,61.12,1,1,1,1,5530.006544502618
617,414758.0,1,1,3,0,71.51,1,1,1,1,5800.0
618,312913.0,1,1,1,0,50.05,1,1,1,1,6252.0079920079925
619,177122.0,1,1,1,1,23.33,3,3,2,2,7592.027432490357
620,194000.0,1,1,3,0,56.0,3,5,2,3,3464.285714285714
621,365000.0,1,1,2,0,48.0,0,3,2,0,7604.166666666667
622,211000.0,1,2,2,1,33.0,1,1,2,1,6393.939393939394
623,295700.0,1,3,2,1,52.8,2,3,2,2,5600.378787878788
624,636300.0,1,2,4,2,70.7,1,1,1,1,9000.0
625,493416.0,1,2,3,2,56.07,1,1,1,1,8800.0
626,154282.0,1,1,1,1,20.72,3,3,2,0,7446.042471042471
627,349000.0,0,2,4,1,72.93,2,2,2,3,4785.410667763608
628,295000.0,1,1,4,1,73.0,2,3,2,2,4041.095890410959
629,280000.0,1,1,2,1,42.27,1,1,1,1,6624.083274189732
630,475640.0,1,2,3,2,54.05,1,1,1,1,8800.0
631,699000.0,1,1,5,2,200.0,3,5,2,3,3495.0
632,285000.0,1,1,1,1,48.2,3,3,2,2,5912.863070539419
633,365000.0,1,2,3,2,95.0,3,5,2,3,3842.1052631578946
634,210000.0,1,1,2,1,41.0,3,3,2,2,5121.951219512195
635,195000.0,1,1,1,0,30.3,1,1,1,0,6435.6435643564355
636,693528.0,1,2,4,2,78.81,1,1,1,1,8800.0
637,394200.0,1,1,3,1,72.0,1,1,1,0,5475.0
638,627200.0,1,2,3,2,64.0,1,1,1,1,9800.0
639,277500.0,1,1,2,1,51.5,1,1,1,0,5388.349514563107
640,420000.0,1,1,3,1,64.0,2,3,2,2,6562.5
641,380000.0,1,1,4,0,104.0,0,3,2,0,3653.846153846154
642,540000.0,1,1,5,2,135.0,0,3,2,3,4000.0
643,560000.0,1,1,4,1,82.28,1,1,1,0,6806.028196402528
644,499500.0,1,1,4,1,91.0,1,1,1,0,5489.010989010989
645,189000.0,1,2,3,0,51.12,0,3,2,0,3697.1830985915494
646,235000.0,1,1,2,1,53.16,2,2,2,2,4420.617005267119
647,218550.0,1,1,3,1,47.0,1,1,1,1,4650.0
648,311396.45,1,2,2,1,48.77,2,1,1,1,6385.0
649,408585.3,1,3,3,1,61.86,2,1,1,1,6605.0
650,225000.0,0,2,2,1,48.65,2,3,2,2,4624.871531346352
651,320000.0,1,1,3,0,78.0,3,3,2,0,4102.5641025641025
652,554000.0,1,2,2,0,90.0,0,3,2,0,6155.555555555556
653,159330.0,1,1,1,0,25.81,2,1,1,1,6173.188686555599
654,320000.0,1,1,2,1,47.7,2,3,2,2,6708.595387840671
655,239000.0,1,2,1,1,35.75,2,3,2,0,6685.314685314685
656,281460.0,1,1,2,0,46.91,1,1,1,1,6000.0
657,411800.0,1,2,3,1,53.83,1,1,2,1,7650.009288500836
658,326000.0,1,1,3,0,61.0,2,1,1,1,5344.262295081967
659,185000.0,1,1,2,1,45.0,4,3,2,2,4111.111111111111
660,299000.0,1,2,3,1,80.0,2,2,2,1,3737.5
661,290000.0,1,1,2,1,40.0,1,2,2,2,7250.0
662,299900.0,0,2,3,1,61.07,2,3,2,0,4910.758146389389
663,197800.0,1,1,2,1,43.0,1,1,1,1,4600.0
664,242000.0,1,1,2,1,35.0,3,3,2,2,6914.285714285715
665,260000.0,1,2,3,2,59.0,2,3,2,2,4406.779661016949
666,610000.0,1,1,3,0,97.5,1,2,1,1,6256.410256410257
667,299000.0,1,1,2,1,59.17,3,5,2,3,5053.236437383809
668,291000.0,0,3,2,1,49.6,2,3,2,2,5866.935483870968
669,225000.0,0,2,2,1,48.65,2,3,2,0,4624.871531346352
670,419315.0,1,1,2,1,56.71,2,2,1,1,7394.02221830365
671,320000.0,0,3,3,1,78.0,2,2,2,2,4102.5641025641025
672,375364.0,1,1,3,1,65.65,1,1,1,1,5717.654226961157
673,540000.0,1,1,4,0,110.0,3,3,2,0,4909.090909090909
674,319000.0,1,3,3,1,51.62,2,3,2,2,6179.775280898877
675,280000.0,1,1,2,1,42.27,0,1,1,1,6624.083274189732
676,275000.0,1,1,3,1,58.44,2,3,2,2,4705.6810403833
677,300000.0,1,1,3,0,67.0,0,3,2,0,4477.611940298508
678,275000.0,1,2,3,1,49.22,2,1,1,1,5587.159691182446
679,265472.0,1,1,2,1,41.48,1,1,1,1,6400.000000000001
680,450000.0,1,1,4,1,75.0,3,2,1,1,6000.0
681,251443.5,1,1,2,1,34.21,1,1,2,1,7350.0
682,414680.0,1,1,4,1,59.24,1,1,1,1,7000.0
683,281460.0,1,1,2,0,46.91,2,1,1,1,6000.0
684,265500.0,1,1,2,1,41.48,1,1,1,0,6400.675024108004
685,292194.0,1,1,2,1,46.38,1,1,1,1,6300.0
686,515000.0,1,3,3,1,70.0,1,2,2,0,7357.142857142857
687,273624.0,1,1,2,0,46.38,2,1,1,1,5899.611901681759
688,155000.0,0,2,1,0,27.0,0,3,2,0,5740.740740740741
689,300000.0,1,1,3,1,67.0,2,2,2,2,4477.611940298508
690,241000.0,1,1,2,2,62.86,3,5,2,3,3833.9166401527204
691,300000.0,1,3,3,1,63.0,2,3,2,2,4761.9047619047615
692,315000.0,1,2,4,1,72.3,2,3,2,2,4356.846473029046
693,411905.0,1,1,3,1,63.37,1,1,1,1,6500.0
694,400000.0,1,1,2,1,47.0,0,2,2,0,8510.63829787234
695,292188.0,1,1,3,1,56.19,1,1,1,1,5200.0
696,290000.0,0,3,2,1,62.4,0,3,2,0,4647.4358974358975
697,350000.0,1,1,2,0,53.0,0,2,2,0,6603.773584905661
698,197000.0,1,2,3,1,49.32,2,3,2,0,3994.3227899432277
699,370000.0,1,1,5,1,87.0,2,2,2,2,4252.873563218391
700,219000.0,1,2,2,1,38.41,1,1,1,1,5701.64019786514
701,370469.0,1,1,3,1,69.4,1,1,1,1,5338.170028818443
702,307044.0,1,2,2,1,41.65,1,1,1,1,7372.004801920769
703,227000.0,1,3,2,1,41.9,2,3,2,2,5417.661097852028
704,389000.0,1,1,2,1,63.5,1,1,1,2,6125.9842519685035
705,232000.0,1,1,2,1,40.0,1,1,1,1,5800.0
706,1140000.0,1,1,4,1,138.06,1,1,1,1,8257.279443720121
707,259000.0,1,1,3,1,43.39,3,3,2,2,5969.117308135515
708,215000.0,1,1,2,1,36.0,1,1,1,1,5972.222222222223
709,484000.0,1,1,4,1,82.0,2,2,2,2,5902.4390243902435
710,395000.0,1,2,2,1,50.88,1,2,2,0,7763.364779874213
711,329000.0,1,1,3,1,62.0,2,2,2,2,5306.451612903225
712,324000.0,1,1,4,1,60.0,1,1,1,1,5400.0
713,225000.0,1,3,3,0,37.0,2,3,2,3,6081.081081081081
714,750000.0,1,1,3,1,106.76,1,2,2,2,7025.103034844511
715,549000.0,1,2,4,1,92.0,2,2,2,1,5967.391304347826
716,320000.0,1,3,3,0,60.0,2,3,2,0,5333.333333333333
717,490000.0,1,1,4,0,82.0,1,2,2,1,5975.609756097561
718,520000.0,1,1,5,0,142.0,3,3,2,3,3661.9718309859154
719,379000.0,1,1,2,1,64.0,1,3,2,0,5921.875
720,699000.0,1,1,4,0,105.0,1,2,2,2,6657.142857142857
721,680000.0,1,1,5,1,150.0,3,5,2,2,4533.333333333333
722,370000.0,1,1,4,0,72.0,2,3,2,2,5138.888888888889
723,360000.0,1,2,2,0,51.0,1,2,2,2,7058.823529411765
724,700000.0,1,2,4,0,72.0,1,3,2,2,9722.222222222223
725,411000.0,1,1,4,1,60.0,1,1,1,1,6850.0
726,180000.0,1,1,1,1,26.0,1,1,1,1,6923.076923076923
727,295000.0,1,1,3,1,49.0,2,3,2,0,6020.408163265306
728,295000.0,1,1,3,0,49.0,2,3,2,2,6020.408163265306
729,273000.0,1,1,1,1,28.3,1,1,1,1,9646.643109540635
730,154000.0,1,1,2,1,42.4,3,5,2,2,3632.0754716981132
731,195000.0,1,1,1,1,30.3,1,1,1,1,6435.6435643564355
732,179000.0,1,1,1,0,39.0,0,3,2,0,4589.74358974359
733,325000.0,1,1,2,1,47.7,1,1,1,1,6813.417190775681
734,398600.0,1,1,3,0,71.8,2,1,1,1,5551.532033426184
735,280000.0,1,1,2,1,42.27,1,1,1,1,6624.083274189732
736,280000.0,1,1,2,0,38.0,0,3,2,0,7368.421052631579
737,246625.0,1,1,2,0,39.46,2,1,1,1,6250.0
738,905000.0,1,1,5,2,291.0,3,3,2,3,3109.9656357388317
739,374000.0,1,1,4,1,69.58,2,3,2,2,5375.107789594711
740,180621.0,1,1,1,0,25.62,2,1,1,1,7050.0
741,390000.0,1,1,2,0,58.0,1,2,2,2,6724.137931034483
742,351790.0,1,1,3,0,55.4,2,1,1,0,6350.0
743,234000.0,0,1,2,0,38.6,2,3,2,3,6062.176165803108
744,399000.0,1,1,2,1,57.38,1,2,2,0,6953.6423841059595
745,320000.0,1,3,3,2,60.0,0,3,2,2,5333.333333333333
746,245000.0,1,1,2,1,53.7,0,3,2,3,4562.383612662942
747,308500.0,1,3,2,1,61.0,2,3,2,1,5057.377049180328
748,321376.0,1,1,3,0,53.12,2,1,1,1,6050.0
749,199000.0,1,1,2,1,43.0,2,3,2,1,4627.906976744186
750,160194.0,1,1,1,0,25.95,2,1,1,1,6173.179190751445
751,310000.0,1,1,2,1,51.0,1,1,1,1,6078.431372549019
752,330000.0,1,1,2,1,41.0,1,3,2,2,8048.780487804878
753,263000.0,1,2,2,1,44.0,2,3,2,2,5977.272727272727
754,240624.0,1,2,3,1,45.0,1,1,1,1,5347.2
755,299000.0,1,2,2,1,42.0,1,1,1,1,7119.047619047619
756,208000.0,1,2,2,1,38.0,1,1,1,0,5473.684210526316
757,228984.0,1,2,2,1,40.0,1,1,1,1,5724.6
758,197000.0,1,2,3,1,51.0,0,2,2,0,3862.7450980392155
759,281000.0,1,1,2,1,47.0,1,1,1,0,5978.723404255319
760,230000.0,0,1,2,0,48.65,2,3,2,2,4727.646454265159
761,200000.0,1,1,1,1,30.3,1,1,1,0,6600.660066006601
762,442000.0,1,1,3,1,67.0,1,1,1,1,6597.014925373134
763,209000.0,1,1,1,1,32.77,1,1,1,1,6377.784559047909
764,235000.0,1,2,3,1,45.0,1,1,1,0,5222.222222222223
765,304000.0,1,2,2,0,41.0,1,1,1,0,7414.634146341464
766,227700.0,1,2,2,1,42.0,1,1,1,1,5421.428571428572
767,228984.0,1,2,2,1,40.0,1,1,1,1,5724.6
768,256361.0,1,2,3,1,49.0,1,1,1,1,5231.857142857143
769,350000.0,1,1,3,0,50.0,0,1,1,0,7000.0
770,296505.0,1,2,3,1,54.0,1,1,1,1,5490.833333333333
771,282000.0,1,2,3,1,53.0,0,1,1,1,5320.754716981132
772,160000.0,1,2,3,0,51.12,0,3,2,0,3129.8904538341158
773,249000.0,1,1,2,1,43.0,0,3,2,2,5790.697674418605
774,225000.0,1,3,3,0,55.0,2,3,2,0,4090.909090909091
775,215580.0,1,2,2,1,36.0,1,1,1,1,5988.333333333333
776,383000.0,1,1,3,1,67.0,0,3,2,0,5716.417910447762
777,264000.0,1,1,2,1,40.0,1,1,1,1,6600.0
778,338000.0,1,2,3,1,66.5,2,3,2,0,5082.706766917293
779,367700.0,1,1,3,1,51.4,0,2,2,0,7153.696498054475
780,135000.0,1,1,2,1,39.5,2,3,2,2,3417.721518987342
781,228741.0,1,2,2,1,40.13,1,1,1,1,5700.0
782,284000.0,1,1,2,1,45.0,1,1,1,1,6311.111111111111
783,306000.0,1,1,3,1,48.0,1,1,1,1,6375.0
784,689000.0,1,2,2,1,49.5,1,3,2,2,13919.191919191919
785,245000.0,1,1,2,1,46.0,2,3,2,2,5326.086956521739
786,360000.0,1,2,2,1,51.0,1,2,2,0,7058.823529411765
787,640000.0,1,1,4,1,156.0,1,2,2,1,4102.5641025641025
788,445000.0,1,2,2,0,90.0,0,3,2,0,4944.444444444444
789,185000.0,1,1,1,1,25.62,2,1,1,1,7220.921155347384
790,224000.0,1,2,2,1,36.75,2,1,1,1,6095.238095238095
791,420000.0,1,1,3,0,62.0,1,2,2,2,6774.193548387097
792,295000.0,1,2,3,0,61.07,0,3,2,0,4830.522351400033
793,255000.0,1,2,2,1,44.87,2,1,1,1,5683.084466235792
794,253000.0,1,1,2,1,37.57,2,1,1,1,6734.0963534735165
795,313082.0,1,2,2,0,40.66,1,1,1,1,7700.000000000001
796,398601.0,1,1,3,0,71.82,1,1,1,1,5550.000000000001
797,315000.0,1,3,3,0,70.0,0,3,2,0,4500.0
798,121575.0,0,1,1,1,48.63,3,5,2,2,2500.0
